20090222144140AALxPqH	Travel;India;Mumbai	Do there exists any car ferry between Mumbai-Karachi?	If, what’s the name and can I find it on Internet?
20090222150815AAjOQlS	Travel;Mexico;Playa del Carmen	Vow Renewal in Mexico?	My parents are wanting to renew their vows. We are going to Mexico in May around the 11th and staying for one week. It will be my parents and us two kids (teenagers) and all they want is a preacher, and a photographer to take lots of pictures and maybe depending on the price a videographer. All I can find are things that are huge expensive packages that come with alot of unecassary things. We will be in the Riviera Maya area maybe Playa del carmen and it must be on the beach. Thank you so much for taking the time to read this.
20090222150856AA5GwcI	Travel;United States;Orlando	I'm going to disney world what should I bring?	I love to pack but what is the good amout of stuff -[6 day] I need help quick!!!
20090222150948AAUxrY3	Travel;Europe (Continental);Russia	Can i Conversion or extension of russia tourism visa?	im now in moscow i have 30 days in my visa,, i find work in moscow ,, so can i Conversion  visa to be stay visa or have long time in my tourism visa?,, i wish stay in russia 6 months,, i love  moscow,, or i must back to my country to have new visa?!!
20090222151136AAGQRbE	Travel;Italy;Other - Italy	Designer of tower of piza help?	who designed or made the designs of the leaning tower of piza and who were the people that helped   everytime i try to look tat up it never shows so if you have any info or clues it would be helpful !!!!!!!!!
20090222151156AA2mEf9	Travel;United States;Las Vegas	How long is the cirque du soleil show "O"?	I want to make dinner reservations for after the show so I need to know how long it will last
20090222153044AAKUO4Y	Travel;United States;Other - United States	What are fun things to do at the lake?	Im going to the lake this summer and i was wondering what fun things i should do there? lake nacimeinto... if that matters.
20090222152952AAwuaIx	Travel;United States;New York City	What are some fun things to do in nyc that are not to expensive?	im over 18 but under 21
20090222153318AA2Bx5X	Travel;United States;Detroit	People who live in dearborn, mi or around that, what could i work when im 15 in 2 months?	i live in dearborn michigan and im a 14 year old male. i will be 15 on may 2nd
20090222153436AAiMpnQ	Travel;Air Travel	On international flights, if you get to the airport really early can you get a better seat?	I am flying from San Antonio - Dallas - London - Nice.      If I arrive at the San Antonio airport early, can I ask for an aisle seat, exit row seat, or a seat in the front row for the Dallas-London flight when I check in? [Right now on my itinerary it says the Dallas-London flight seat is unassigned. ]
20090222152242AAxc60U	Travel;Other - Destinations	Can you help me salvage my gap year?	I'm about halfway through my gap year now and it's all gone disastrously wrong. I worked part time during the summer and ended up staying there until Christmas whilst I was looking for something else (though I didn't earn all that much - it was minimum wage and I had other outgoings).      In January, I went to au pair for a family in Spain, with the intention of being there til the end of June. However, the family were awful so I've had to come home to the UK.      Now, I don't know what to do. I'm starting university in September and I'll be doing French, Spanish and Linguistics. Because of that, I want to do do something to improve my language skills (I'd planned to save money from au pairing to spend some of my summer in France)      As it is, I can't afford to just go back to Spain unless I have an income whilst I'm there. Nobody wants to give me a job here because I've got really good grades and it's clear I'm not going to stay in a dead-end job. My French and Spanish are going backwards...I desperately need to use them more.      I really don't know what to do and I don't want this gap year to be a waste. Please help, any suggestions welcome!      Thanks in advance   xxx
20090222151927AA0fLn2	Travel;United States;New York City	What is the cheapest to enjoy new york city?	I plan on taking a weekend vacation to NYC for the first time. I want to know what are some fun things to do on cheap budget?    Thanks! = )
20090222152626AAvQ5oB	Travel;United States;Miami	How long does it take to get to  florida?	N/A
20090222153420AAVPqai	Travel;United States;Miami	How long does it take to get to  florida?	N/A
20090222152835AA8nTBq	Travel;Cruise Travel	Best cruise line for 21yr olds?	What's the best cruise line to take for 2 21yr olds? looking to take our first cruise this summer.. probably in july.. have heard royal caribbean any thought?
20090222154231AAQeaMf	Travel;Other - Destinations	What is your favorite Place to go?	What is your fav place to go on vacation
20090222153016AA0BwMG	Travel;Australia;Other - Australia	Australia travel help please ? 10 points to best answer !?	What Southern California airports have departing flights to Australia ?      please give ma a list of all the airports in southern California.      it would help if you could give me the website.      thanks in advance !
20090222154032AAkg6lh	Travel;United Kingdom;Other - United Kingdom	Any one know any thing interesting to do in wales?	Im going there this summer and i know some of its history but i would like to know some cool things to do in modern day wales, like where are the tourist attractions, what are welsh girls like, and it be cool if someone could tell me if its good longboarding country.
20090222153458AAXZ1A6	Travel;Ireland;Other - Ireland	I'm a teen, but I really want to hike across Ireland. Is there a group I can go with?	A teen's group. Relatively cheap.    If not hiking, just traveling and sightseeing and etc.    Or is there a program where I can stay with a family?    Really, anything where I can spend the summer in Ireland meeting people and such, as a teen. (15 years)
20090222153054AA8mGEP	Travel;Europe (Continental);Other - Europe	So.... I'm going to europe for 2 months. what do i bring?	and staying with family.   what am i going to need to bring?
20090222152921AAG94YC	Travel;United States;San Antonio	What is San Antonio Like?	I'm thinking about moving there and I was just wondering the pros and cons.  Thank you!
20090222151733AAd5kW7	Travel;Latin America;Other - Latin America	HELP!!! Why should someone tour in South America?	I'm writing a paper on tourism in South America and have no idea what to write. Worse Case Of Writers Block
20090222152233AAOcZWC	Travel;Australia;Sydney	Can someone tell me how to get to the anzac bridge in Sydney?	Thanks in advance
20090222152411AAqjufW	Travel;United States;San Antonio	Is San Antonio, TX a safe place to live? If so, what areas are better?	I might be looking to move to the area soon. I need some advice on the areas in San Antonio.
20090222152951AA85nRB	Travel;Ireland;Other - Ireland	Does anyone know any good sites?	Can someone pls help me with travel. I would like to travel to scotland and ireland but i can't seem to find the right site that can help me...i want to have a tour package or something, but i want to do a walking tour and get out there...can someone send me some sites that might help me pls...
20090222153652AACsKG0	Travel;Africa & Middle East;South Africa	Misunderstandings about apartheid?	I lived in SA until I was about 12 years old (till 1996). It didn't seem to be a violent place where I lived (although the country was supposedly in an uproar). Here's my question: The world seems to think that apartheid was a simple matter of Afrikaners dominating blacks because they derived a sick joy out of it. And I think part of the justification for apartheid was simple racism. But I've come to the conclusion that Afrikaners actually believed their culture faced extinction if they did not take drastic measures to protect it. And furthermore, I think it was about culture as much as it was about race... to the point that if you had money you were viewed as white (contrast the treatment of Japanese and Chinese people in apartheid SA). There was even a commission that decided whether you were white or black based on, among other things, your habits and the "way you carried yourself." This is especially relevant to the Israel-Palestine conflict where people seem to now argue that it's OK to discriminate as long as it's not based on skin color. Jewish South African authors have written whole books trying to clear the majority of Jews living under apartheid from the accusations leveled at them. But then prominent Jewish anti-apartheid activists (meaning not Jews who were trying to make other Jews feel better) in SA denied that they were given support by the Jewish community for protesting apartheid and wrote "Declaration of conscience on the Israeli-Palestinian conflict by South Africans of Jewish descent." But I digress. So, was it only about racial domination, or about protecting cultural identity as well? If it was only racism, what are the psychological/political reasons for this racism? Do you believe that as an Afrikaner I am an evil person? Even when you hear I voted for Obama, I recycle, I return my library books on time, I'm pro civil-rights.. etc.? I've come to believe that a lot of **** I get from people is because they view me as an Afrikaner and not as an individual... I don't fit the Afrikaner mold anyway.
20090222154005AAXIze6	Travel;Cruise Travel	Best Eastern, Southern, Bahamas cruise itineries.?	N/A
20090222154052AA1lPqI	Travel;United States;Los Angeles	I am comming to stay with family in gardengrove in california and want some ideas of things 2 do.?	N/A
20090222154251AAIWe7q	Travel;Canada;Toronto	Where is the cheapest place to buy tubs of Ben and Jerry's ice cream in the GTA?	...besides Ben and Jerry's stores?
20090222154330AADRQ7p	Travel;France;Other - France	Nice places to live in France?	I'm studying for a French degree, and next year I will have to start applying for places to go to for the year abroad. I would be grateful for any suggestions, as I would like to start researching soon.      Thank you!
20090426061820AA9PcoU	Travel;United States;Orlando	Walt Disney World! Leaving in 139 days.?	My friend and I are going to Disney in September, I have been 6 times and she has never been. So what are some things that I should make sure she see and does. We will be going for a week.    Thanks
20090426064935AA8kCbI	Travel;Africa & Middle East;Israel	Do you know what is that?	My friend told that one woman did Shur or something negative to her mother because she did not give her something for free, so her mother dont feel good and she need help, very soon.   Do you know how to get it off, so she can have a normal life again?
20090222155726AAJ8a0j	Travel;United States;New York City	Going to New York on Friday Cheap nice places to Shop..!?	I'm gonna be going to Dominican Republic May 22! and i want to get dresses and heels and shorts and cute tops but im not looking to spend more then 30 dollars or less on an item where can i shop for all of these NICE Things but for CHEAP in NY and also what resteraunts should i go to since i will be going to shop and for resteraunts and sight seeing Thanks in advance. [:
20090222155139AAdXrdZ	Travel;Africa & Middle East;Egypt	How to be a professional instructor in Management?	What is the best place that i can take my TOT certificate to be a professional instructor in Cairo?   i'm majoring in Business Administration, where should i go?   thanks in advance
20090222160036AAiDbLH	Travel;Canada;Vancouver	Transportation in Whistler Blackcomb?	Does Whistler Blackcomb have free buses like Breckenridge CO or would it be better to rent a car?
20090222160103AACjMok	Travel;Asia Pacific;Japan	Is it easy for a white guy to find a job in Japan?	I've been backpacking before and usually places are pretty cool about hooking me up with odd jobs, mostly handing out flyers or running rickshaws and stuff. I've never been to Japan though and I hear there aren't a lot of backpackers there. Do you think I could get work handing out flyers or shouting out front of stores?
20090222103041AAqXD7W	Travel;Canada;Vancouver	Is it just me, or are way more folks near Vancouver using air conditioning than 25 years ago?	I lived without AC for decades, but I bought my first one two years ago and now I love it.   Instead of tossing and turning on a hot and humid summer night, I am pleasantly cool.   I bought a baby AC, the smallest one they had and only cool one room in the house, the bedroom. AC is a God send!
20090222110207AAjK40y	Travel;United Kingdom;Other - United Kingdom	Am I still British? I'm confused!?	Okay, so my parents are from Cameroon. They became British citizens so my sister and I were british citizens when we were born in England. (Cause apparently past 1979, you have to be a citizen for it to count that your child was british if they were born there. So if my parents were still cameroonians, we wouldn't be British) And then now we move to America, and my parents become American citizens. So.. am I still British? Or Am I now Cameroonian American? Or am I all three? Cause I thought nationality was where you were born.. and citizenship can be changed.So if thats true I'd be British of Cameroonian descent of American citizenship? If thats not true, am I in any way British now?       Like if nationalities can be changed.. like if I moved to japan and became a citizen I'd be "Japanese"? Idk why but that sounds weird.
20090222154424AAY19Hm	Travel;United States;Phoenix	Does anyone know about Sierra Vista, Arizona (Ft. Huachuca)?..?	Once my fiance' and I get married, this is where we will be stationed.. He was there for a couple months before he had to deploy to Iraq for 15 months.. so he knows what its like and has told me about it.. I just want to know what others think.. I KNOW its hot already...
20090222155543AAyCeZY	Travel;Air Travel	E tickets & international flight connection question?	I'm interested in buying rather cheap E tickets from China airlines that goes from my location to Taiwan and then to Singapore.      I have a few concerns though, and I hope someone can answer me with. I'm not taking any luggage with me, just a carry on.      Well first off, I've never used e tickets, but I heard they're more convenient, and all you need is your credit card or ID, and you can even skip through checking/check in by checking in online. But here's my question: Don't you still have to go through check in, in order to obtain boarding passes, wouldn't you have to go through check in anyway?      My next question, is after the whole check in procedure, do you have to check in at the connecting airport if you're only bringing a carry on?       Or are you given boarding passes from your start so the moment you've arrived at your connecting airport, you can just find your gate and wait to go?
20090222155658AAkeZ5V	Travel;Asia Pacific;China	How did Gaozu the emperor of the Han dynasty win over his subjects?	N/A
20090222105151AA6WxOq	Travel;Air Travel	Can you carry knitting/crocheting needles on the airlpane with you?	I have metal/plastic knitting needles and metal crocheting needles. I plan to take in my purse with me my plastic knitting needles size 11, and maybe a crochet needle, metal, and the size wil be somewhere in between a d and a h. am i allowed to take these with me??
20090222160055AA5JDUs	Travel;France;Other - France	The activities of the Habitants in New France?	What are their activities?
20090222103531AA2oNO5	Travel;United Kingdom;Other - United Kingdom	How long is summer holidays in uk?	how long is summer and winter holidays in uk?
20090222160148AAVCuvL	Travel;United States;Other - United States	Are there any resorts that are Christian?	N/A
20090222105731AApTudG	Travel;Europe (Continental);Denmark	Are there any good underground (indie, avant-garde,etc.) venues in Copenhagen?	My wife and are from Minneapolis(USA), and will be on a europe trip in May. Just wondering if there are any good local-scene venues. Any kind of music will do (punk rock, house, folk...just unique.) I only mention indie/avant-garde for some frame of reference. Not looking for arena or mainstream-type venues. More of an underground thing. Thanks!
20090222102237AAtiBJK	Travel;United States;New York City	Is Brooklyn safe to live in?	I'm  moving to NYC in 13 days and  I don't know where I will live yet.
20090222103504AAHmdN3	Travel;United States;Other - United States	Where should we move on the East Coast?	We are planning to move in 2 years and are trying to find a good place to move to. My husband is going to open a Chiropractic office and I am a pharmaceutical rep. We want to live in a nice place where it is safe to go walking or jogging, good active community, a nice place to raise a family. A place that isn't directly in a big city but not really far from one. A place with low crime in a community that acts like a community and takes care of the area. If anyone has any advice it would be helpful. Thank you so much for your time.
20090222111833AA8YydP	Travel;United States;Other - United States	What should i pack for a three day trip to louisville ky?	sorry on my other question i put two days and i meant three.im not going on a plane.im traveling buy bus.i'm taking a 22" suitcase.
20090222154917AAhY4gs	Travel;United States;Orlando	Best place to stay in Daytona, Florida?	I will be going to Daytona in March for a week.  I'm wondering where the best places to stay are.  I would like to find a hotel that's on the beach and close to restaurants because I wont have a car.  Also I would like the hotel to have a pool, balcony, wireless internet and comp. breakfast.  I was searching online for hours and I'm finding that there are so many and it's beginning to give me a headache haha!  What are you're recommendations?!  I would like to keep it under $120 a night if possible since I'm going by myself.  Thanks!!
20090222154951AAaGFN6	Travel;Asia Pacific;Japan	What are some of the shotguns employed by the japanese in WWII?	My friend says her grandpa has one, but I can't find anything on the internet other than someone saying that the japanese used shotguns in POW camps, even the list of military gear/equipment for japan WWII on wikipedia dosent list any :(
20090222155008AAb1vb4	Travel;Travel (General);Other - Destinations	I have a question about getting a passport?	OK, so I paid to expedite my passport at the post office. I thought everything would be smooth but they called me and requested that I fax MORE documents for security reasons. They told me to fax things like high school diplomas, yearbook pics, military IDs, anything like that, they needed 5 more documents.      They told me once they received that then it would be expedited.       Has this happened to anyone?      My trip is March 14th, and luckily a cruise to the bahamas all you need is a birth cert but the passport people have my birth cert.       So I went to vitalchek.com to order a new birth cert in case i dont get it back with the passport in time.      has anyone been thru this?
20090222155516AA87Wur	Travel;Asia Pacific;China	What is a good program that helps you volunteer in China for the summer, that isn't over a thousand dollars.?	I want to volunteer in China helping with whatever, english or building trails. I feel that it will help me experience great things, the only problem is that I don't want to pay too much, plane tickets and board.
20090222160220AADLM1U	Travel;Caribbean;Jamaica	How does a british citizen goes about marrying a jamaican citizen in jamaica?	N/A
20090222102005AAZggZm	Travel;United States;New York City	I am going to New York City and we are going to a Broadway show at night and a dinner cruise in New York...?	Harbor, what do you think should be the attire for these two events? Dressy? Casual? Dress Pants? Dress?
20090222105100AABJJFu	Travel;Other - Destinations	Where would be the best vacation spot for these?..?	horsebackriding on the beach and visiting horse farms. it must be in the united states (not including hawaii and alaska)THANKS!
20090222105657AAMBKmC	Travel;Other - Destinations	What is the beautiful island in the Oceania ?	sorry i mean the most beautiful island
20090222110451AAztZaA	Travel;Travel (General);Other - Destinations	Summer beach vacation?	my best friend and i are planning for our summer vacation!! we want to go somewhere with beach, alcohol (we are 18) and we are under a budget... where where where??????
20090222111547AAMCxu6	Travel;United States;Other - United States	Moving to Baltimore but looking for a safe neighborhood?	Im moving to Baltimore in 2 months. I'm looking at properties on Realtor.com and many of them look real nice but i have no idea if the neighborhood is safe. i have 6 nephews that are with me all the time and theirs no way I'm moving into a dangerous neighborhood. I read a few things about west port being the next "big thing" in Baltimore. Is it safe? Is it true that it will be a nice area within a few years? What about Canton? Federal Hill?
20090222124259AAGU4XI	Travel;United Kingdom;Belfast	Odyssey Arena Befast seating?	Has anyoe been to the Odyssey Arena Befast for a concert/hockey match?  If so can you please let me know the best seats to book tickets for and also the part of the arena that is the worst seating.        buying a ticket for a present and want the best available
20090222113528AA823rN	Travel;Africa & Middle East;Egypt	About Mothers In Egypt ?????????????	is surrogate breast-feeding common in Egypt ??      for example breast-feeding by an aunt , cousin , friend of mother , etc ... ??
20090222120839AA4uM1i	Travel;United Kingdom;Other - United Kingdom	Americans: What do you like about the British? - What do you like about the UK?	Anyone can answer, but this is mainly directed at Americans.      Is it the accent, the music, London, Manchester? etc.
20090202075200AAXUQ41	Travel;United States;New York City	Have you ever been to the Guggenheim Museum in New York?	Have you ever been to the Guggenheim Museum in New York? If so, describe your visit including how old you were and what you thought of the experience. If not, would you like to visit it someday? Explain why.
20090222113746AA4Jz94	Travel;United States;Seattle	If you live in Forks Wasington.....?	Do you guys feel like the luckiest people on earth bcuz of twilight or what??      if u don't think so...plz explain.
20090201223315AAtK0vb	Travel;United Kingdom;Cambridge	Wat do they mean when they say''the road to HELL HELL is paved with GOOD intentions''?	N/A
20090222115249AALQB7V	Travel;Travel (General);Other - Destinations	If you had to go on holiday where would you go?	for me is turkey
20090222121940AAmitno	Travel;United States;San Diego	Going to San Diego, What should I try to do?	Any good restaurants or places I should try to visit?   Anything out there that would be fun to do.   bars?   clubs?   beaches?   anything...
20090222112648AAeOSEa	Travel;United States;Other - United States	When you think of Oregon?	what do you think of? name 5 things or more      or less if you want
20090222113144AA1inYk	Travel;Europe (Continental);Other - Europe	Has anyone been to Magaluf?	All answers good and bad will be helpful thanks :D
20090222124037AAe0fO4	Travel;United Kingdom;Other - United Kingdom	Questions about United Kingdom [[ TEN P0INTS ]]?	Would this be a good place to build a factory?      *Does the country have a stable government that will make this a safe place to establish a factory?      *What type of economic system is utilized (market, command, mixed, traditional)?      *Would you consider the people to be rich or poor compared to the U.S. GDP?       *would this country have enough available workers to support a factory?       *Consider the transportation features and available ports in this country. What are the trade and shipping capabilities for this country?
20090222114245AAnWOqW	Travel;Asia Pacific;China	Why is the Great Wall of China considered to be a great work of artistry?	Explain with a little bit of detail, please.
20090222125546AASWFQq	Travel;United States;Atlanta	Where can band merchandise be found in atlanta, georgia? plz help :D ?	plzz help, my mom's there right now, and she wants to get me band tees and stuff but she doesn't know eher to find any! plz help! :D
20090222112317AAxQZGR	Travel;United States;Other - United States	Beach vacation spots in east coast?	we want to go on a vacation somewhere in august. i have to children. one is 20 and the other is 14 we want to go somewhere close to new jersey and not really too far  from it. recently we went to virginia, myrtle beach, orlando, lake george. we want to go on a beach vacation where its not too trashy and bad. where are some good beach vacation spots by new jersey?
20090222115215AAfvwcy	Travel;Europe (Continental);Portugal	I need help with my portuguese?	hey my name its ritter,i speak english and spanish,i started learning portuguese 4 months ago,im doing really good, i can have a conversation, write it and read it too, but i need someone to help me to make my portuguese better,i can teach you english or spanish if you want, but i really need someone that can help me with my portuguese please, my email is ritter_amm@hotmail.com or ritter_amm24@yahoo.com, if you live in the u.s.a please call me at 305 728 9749 thanks.........
20090222112625AAUMI2O	Travel;Canada;Niagara Falls	Great Wolf Lodge, Niagara Falls...?	I wanna go there for my birthday.   Its expensive and i dont want to regret going there.   in staying for 2 nights.   And my friends are coming.   Is it fun? Im 15 btw, but i LOVE swimming.   Is it pricey, is it fun, is it sanitary.   :)
20090222113723AAxAblC	Travel;United States;Portland	Move from NYC to Portland, Oregon?	I got a job offer in Portland, OR. I have wanted to leave NYC for about a year now, as I am really over the whole aspect of it.       I use to live in San Diego and really liked the West Coast attitude and miss the Pacific.       Anyone think this is a good move? Any advice out there?
20090222114336AAf4pyQ	Travel;United States;Other - United States	How did Calexico get its name?	(Calexico, CA)
20090222114354AAAcNUS	Travel;Europe (Continental);Poland	How much does college cost in Poland?	If you're Polish and you might have once lived in Poland and went to college there, can you tell me how much it would cost? Like an average or a prediction?      Thanks!   <33 Anna
20090222115820AADyXYx	Travel;Air Travel	What's it like to be a flight attendant?	I was thinking of becoming a flight attendant but i don't know much about it.  How often do you spend the night somewhere?  How often do you fly and then fly right back home?  Stuff like that.  thanks!
20090222120303AArFEUq	Travel;United States;Other - United States	Directions to Fort Leonard Wood, MO?	I am driving from Sioux Falls, SD to Fort Leonard Wood, MO. I have found directions on mapquest, google maps, etc but I was wondering if there is anyone that is familiar with the area can tell me the best way to get there. I am driving overnight and I am looking for the easiest way to get there. Any suggestions??
20090222122655AA9dZoB	Travel;Travel (General);Other - Destinations	How soon to pay for travel that is booked?	After putting the deposit down for booked travel, how long do you have to pay for the remaining travel cost?
20090222123823AA4jU7W	Travel;United States;Cleveland	How much do i need to move from cleveland, OH to brandon, Fl?	N/A
20090222124338AA8P5F1	Travel;Travel (General);Other - Destinations	Where is the best beach destination resort around Sarasota?	We are headed down next week and would like a nice beach resort.
20090202024314AAqiRaJ	Travel;India;Pondicherry	Travel from Mayiladuthuari to Pondicherry?	From Bangalore, we need to go to Mayiladuthurai (actually Thirumanancherry) for a function in April. We will be done by around 11AM.  After that, since we have time, we thought of going for a short trip and planning to go to Pondicherry. Later in the night, we can catch a bus from Pondicherry to Bangalore. So my question is : can I get buses from Mayiladuthurai to Pondicherry?  If yes, how much time does it take for the travel? Is this advisable or do you suggest some other place?
20090202082651AAnSCcN	Travel;United States;Other - United States	Base ball in Florida?	I have friends going to Florida in October 2nd for two weeks and they would love to see a live game. What will be playing then?
20090222130529AAgioXH	Travel;United States;Dallas	What are famous buildings in Dallas, Texas?	I need a list of famous buildings in Dallas. Any help is appreciated. Thank you!
20090202082114AAqVCPm	Travel;United States;Other - United States	Trying to plan an awesome Florida road trip...need help please!?	Some friends and I are planning a road trip to Florida for this June.  All I care about is getting to sit on the beach somewhere but we need a few other things to do as well. Right now there's a group of 4 going.  Does anyone have any suggestions for fun stuff to do or places we should check out? Much appreciated!
20090222135401AAeYGue	Travel;United States;Boston	Does iny one have iny good spots on cod waw?	just lookng for a new spot
20090202075716AAsWT8b	Travel;Asia Pacific;Indonesia	HELP PLEASE. Has anyone go to Batam from Singapore before?	HELP PLEASE. Has anyone go to Batam from Singapore before?   How to go to Mecure hotel in the city in Batam?      Which jetty to alight at in Batam?      How to get to Mecure hotel from the jetty?      PLS HELP!!      Also any places we should visit for the 2 days we will be there?
20090222130041AA33jEc	Travel;United States;Other - United States	Who do you believe has worse drivers Illinois or Wisconsin?	i go through both and Wisconsin drivers are crap.
20090222132845AACDtYK	Travel;United States;New Orleans	Haunted Lake in LA with trees coming out of it.?	Ok, so online or one TV I saw a list of the most haunted places in America. I know NOLA has some mansions and stuff, but I don't know their names.      But the thing I really wanted to know and can't seem to find it is this Lake that has trees growing out of it and apparently looks really creepy at night. My cousin says all over the Bayou there are places like that, but can you think of a place in Southern LA like that? One that is known for being scary.         Thanks
20090222133916AA8qmgN	Travel;United States;Honolulu	Should I take my laptop?	I am going to move o hawaii and I need to know if I should take my laptop or just buy another
20090222134138AAroCha	Travel;United States;Las Vegas	Where do i go for a good not-too-expensive spa in Las Vegas?	I would like to go to a spa in vegas and try not to spend all of my "allowance" Any suggestions ?
20090222140725AAVlBqm	Travel;United States;Las Vegas	Can someone help me find cheap but nice tickets from akron to vegas and nice hotel?	N/A
20090222132511AAn1i9p	Travel;United States;Other - United States	Looking for some unique, quirky, off-the-wall south Florida attractions.?	We like bizarre, weird, intriguing, historical, little-known, roadside attractions or short trips. Or any other cool things we must do that aren't listed in the typical travel guides. No Disney for us! (we'll be in Orlando a short time but mostly in Miami/Lauderdale/Everglades areas)
20090222131540AAdJRDK	Travel;United States;Other - United States	Where are some fun places to go on  a road trip around Texas?	for my birthday i want to go on a roadtrip with some of my friends. it would bee probably a two or three day trip, so we can't go to six flags or anything like that. just some fun quick places? PS i live in dallas. Thx
20090202080514AAqJj9s	Travel;United States;Other - United States	Road trip from Chicago to New York City. Places to stop?	For spring break, my friend and I are probably going to take a road trip to New York City to visit a friend. We're coming from the suburbs of Chicago (about 40 minutes east of the city) and we want to see some fun places on the way to New York City. Anyone know of any weird named towns or fun places to visit on the way? Let me know!
20090202082932AAmVxtq	Travel;United States;Other - United States	Physial feature of columbia?	N/A
20090222130425AART9nU	Travel;Canada;Vancouver	Does anyone know a victoria pewtress who moved from Uk to Canada,Vancouver in 1993?	N/A
20090222130448AAcL4hh	Travel;United Kingdom;Other - United Kingdom	How would i get from Wakefield to Heathrow Airport on a train?	Or Leeds Train Station!!
20090222131151AAPCe5z	Travel;United States;Other - United States	Getting into west point?	I will be applying to usma (west point military academy) I would like to know the chance of my getting in and how many people apply and how many getting in.      Thank you so much for responding
