20090220072746AAPSwYl	Travel;Brazil;Other - Brazil	What you of U.S.A. find of Brazil?	e what you more like or hate here in Brazil.
20090203124955AA7Lmdc	Travel;Cruise Travel	What is the best cruise line in your opinion?	I don't want the list from the newspapers or trave agents, I want your opinion. Give me a top 10. Use any name like:  Carnival  Holland America  Royal Caribbean  Norwegian  Princess  Celebrity (Will be Royal Celebrity in 2010, Royal Caribbean bought them out)  Costa  Cunard  Disney  Crystal  Seven Seas  OR ANY OTHER YOU CAN THINK OF!
20090220080924AAUzS78	Travel;United States;Los Angeles	Can i rent a car with somebody elses credit card in LA.?	Im 25, have a full drivers licence, plenty of money but no credit card. Im flying into and from LAX and I want to rent a car for 4 days while im there.Im travelling with a friend who has a credit card but he cant drive. will they let me rent a car with his card? He will be with me the whole time.    Any other options?   Thanks for your help people!!
20090203124939AAsUgMa	Travel;Air Travel	Which flight is considered international, the originating or layover?	Going to Mexico in a couple of days and would like to know. I'm flying out of O'Hare with a transfer in Denver. Which flight is considered international, the original or the transfer? (For purposes of security time guess-timation)
20090203125214AASuXmv	Travel;United States;New York City	Can you help me with information on New York?	What is the temperature of New York for February 3,2009?
20090203125336AAZFubI	Travel;Caribbean;Jamaica	HELP...Going to NEGRIL, JAMAICA for spring break where should I stay?	HELPP!! I booked a flight with my girlfriend and another couple for spring break we will be there march 8-12(4nights) where should we stay...we would prefer on the beach and have seen some great deals like $70 a night! But i'd like opinions from people who have been or even locals. We would like to be able to walk to restaurants/shopping areas or take a shuttle...and we love to drink!!! Thanks
20090203125353AAFR8WD	Travel;Caribbean;Bahamas	Is a passport required for travel on a cruise to the Bahamas?	I was looking for a cool trip to the Bahamas this summer. However, I do not know if a passport is required and I heard the process can be a really long time.
20090203125805AATyOrz	Travel;Mexico;Cancun	Good Spring break Deals?	heyy does anyone know where i can find reasonable prices for hotel stays/airfair during spring break to Mexico??? thankks
20090203125810AAGYh9Z	Travel;United States;San Francisco	Ocean view hotels in San Francisco or near San Francisco?	Does anybody know of any good hotels that have ocean view in San Francisco?
20090203130408AAvmIrt	Travel;Caribbean;Bahamas	What are 5 major cities in the Bahamas, not counting the capital?	N/A
20090203130414AAEDAoI	Travel;United States;Other - United States	I am a single mom who wants to move out of utah, Where would be good? ?	I am a recently divorced mom of two children ages 7 and 4 and want a change from living in utah.
20090220081009AAc3VAu	Travel;Mexico;Other - Mexico	I am designing a hotel in Mexico...?	hello.  I am a grade 11 geography student, and one of the course requirements that we are expected to meet is to design a hotel that is located somewhere in Mexico.  The lodge itself is on the high-end, and it needs a sophisticated name.  the Lodge is located in a very bio-diverse area, and offers tours that explore land, water, and animals.  The name should reflect both sophistication, but rustic is very good as well.  Please help me to come up with a name that is both very individual and will grab everyone's attention upon seeing it. thankyou!
20090220081409AAigLHn	Travel;Ireland;Dublin	Kolkata to Dublin via London: Do I need an UK transit visa?	I will be traveling to Dublin via london from Colgate. I am an Indian Passport holder. Do I need an Uk visa? If yes, then of what kind, and how long it takes to get one.
20090220085317AAKzxaq	Travel;Africa & Middle East;Israel	Which post (finance, foreign affairs or defense) do you think Lieberman is best suited for & why?	 http://news.yahoo.com/s/csm/olieberman 
20090220091942AAysN3X	Travel;Travel (General);Other - Destinations	Driving to port of new york for norweigian cruise ?	I am leaving in july for a cruise on the norweigian dawn to burmuda and am coming from connecticut. I am not too fond of driving in new york. whats an easy way to get to the port and where do you park. also whats the ship like and whats there to do in burmuda ?
20090220085756AARqmFs	Travel;Europe (Continental);Poland	What is the history of the Polish flag?	I know it's white on top and red on the bottom, but why does Poland have these particular colors?  And I've seen a picture of a Polish flag that at one time had an eagle in the white section...why was the eagle removed from the flag?
20090220090102AAs2Tvq	Travel;United States;Other - United States	Where are we going, what will we do, and how long will it take?	and how long have I known you?
20090220090218AAWFfqZ	Travel;Europe (Continental);Other - Europe	How can I find someone in Sweden?	I'd like to find and contact an old friend who may be living in Helsingborg or Goteborg, but I can't seem to find a way to look up phone numbers for Sweden online.  Also, I don't speak Swedish... so I need to find the info in English, too.
20090220084709AAVxAX3	Travel;Germany;Other - Germany	Some differences between american teens and german teens?	N/A
20090220090508AAI2v8n	Travel;United States;Orlando	Is 2 days long enough to do the best things at Disney Orlando?	I'm going to Orlando for 4 nights during our honeymoon in Aug and have 2 days for Disney, a day at discovery cove and a day at universal studios. Do you think 2 days will be enough to go to Magic kingdom, Animal kingdom and Disney hollywood studios.
20090220085759AAnwxL3	Travel;United States;Other - United States	How much would it cost to drive from Duluth, MN to Chicago?	My friend want to drive to Chicago this summer and they want to know how much it may cost.
20090220084616AAyPbWC	Travel;Africa & Middle East;Lebanon	Lebanon category.........almost all of us have an account on Facebook....Most use it so much, ................?	and some of us open it only from time to time.   Anyways, the question is..   Do you agree with the Dr that wrote  this article???       http://news.uk.msn.com/uk/article.aspx?c... 
20090220091903AAaJhO3	Travel;Canada;Other - Canada	What was Obama's purpose in visiting Canada anyway?	We've got a crisis at home ... why was visiting Canada a priority during this time unless he's try to expand his influence.
20090220091329AAITUNo	Travel;United States;New York City	My white friend from the midwest wants to know why California and Florida and NYC gets more tourists?	shes from indiana and she thinks indiana is a hot spot like nyc miami l.a. paris tokyo etc
20090220085850AAftG0f	Travel;United States;New York City	How come these 3 people got pissed off at me at the subway?	I go into the subway car  with my 2 brothers last week and it was kinda packed  they sit down and since there are no other seats left I have to stand next to the support pole  like 3 feet in front of 2 black girls in their early 30s and a black guy around the same age I was wearing a long Calvin Klein overcoat and a suit  and like a few minutes later I hear the guy says "Eww look at him just standing there" and 1 of the black girls says "He's gonna get beat up by 2 girls" so laugh a bit and take out my ipod to piss them off more. they didnt say anything after that and got off at their stops.
20090220084823AAuejjd	Travel;Europe (Continental);Netherlands	What are the drug laws in Norway like?	Particularly against cannabis?
20090220093630AA5zPr0	Travel;United States;New York City	Is NYC a good place for me to live?	I am 16 years old and looking a bit ahead to where I would like to live. I am from an upper middle class suburb in CT. As a window and door service man, I have been to NYC countless times, all 5 boroughs. I've been to countless apartment buildings, single-family residences, condo buildings, penthouses, commercial buildings, etc. I love the idea of the city, especially from my life experience in the suburbs and having to use a gallon of gas just to have a Jack Danny's burger at TGI. I am a semi-avid bicyclist, riding at least 2000 miles a year on busy roads (I am not scared of cars going 50mph coming within inches of me). I lived in a big house with 7 acres of woods and a huge lawn my whole life, but I don't mind a 600 square foot apartment building. I love the idea of the city and it being super crowded, always something going on or something to look at. I can stand there for hours just looking at all the activity. I like being able to walk or ride a bike to most places. My only problem with moving there is the lack of parking, I have two beautiful cars that I can't part with (both completely stock type 1 Volkswagens). I have a bit of money, and I expect to pay $3K a month for a nice apartment. What do you think? Should I move there? NYC residents only please!      BTW- I LOVE White Castle, everytime I am down there I have a #3.
20090220093158AApYsdK	Travel;India;Other - India	What is happening in tamilnadu ?	N/A
20090220091344AAzuN41	Travel;United States;Other - United States	I will retire soon and would love to travel around my state, it is a beautiful one.?	I am by myself and have no one to go with me. I want to visit all the state parks,cook out and camp out all summer. Would this be safe? How could I make this a safe and happy adventure?
20090220082728AAjrsFi	Travel;Africa & Middle East;Israel	What are all the parties represented in the Isreali ministry?	I was reading an article that mentioned Yisrael Beiteinu (Israel Our Home), Likud, and Kadima. I went through this before, but would appreciate if someone could give me the list and a brief desciption of their main agendas (unbiased...if that is possible). Thank you for your time.
20090220082629AASevUx	Travel;Caribbean;Other - Caribbean	Advice on a vacation spot in April?	My best friend and I travel the Carribean every year. We like to pick new places. We are thinking either Aruba, Cancun, Barbados or Hawaii (not the Carribean, but we would love to go) We would like any feed back on these places including weather in April, daytime activities, nightlife, food expenses, transportation and anything elese you think we would need to know. Keep in mind we are 24 year old females so we are looking to have a fun and exciting vacation. Thank you
20090220091549AANFwcI	Travel;United States;Las Vegas	What is a good and exciting hotel to stay in for a trip to Las Vegas and why?	MY family and i are taking a 9 day vacatinon to Las Vegas
20090220092447AAB7IkC	Travel;United States;Other - United States	How much would a trip to Flordia cost a family of 5?	Were from MO!!  7 days & 6 nights, wanting airplane!
20090220092532AAUKZEe	Travel;Travel (General);Packing & Preparation	How much does a passport cost?	Where do you go to get one?
20090220084204AAopAua	Travel;United States;San Antonio	What is san antonio tx like?	N/A
20090220084000AAUgK1n	Travel;Other - Destinations	Is the island of Guam a dinosaur fossil?	If anyone has watched this show but have not seen the full view of the island go to google and type in lost and there is this picture of the book and the island, look closely and it looks like dinosaur bones... doesn't it?
20090220083222AALTUAZ	Travel;Australia;Other - Australia	Where is the best place to travel to in australia or new zealand?	and why is that?
20090220082205AACPB5X	Travel;Africa & Middle East;Lebanon	How do you help someone who tried everything to ...?	get herself out of depression ... nothing is working people !!!
20090220085612AAuyuYz	Travel;Africa & Middle East;Egypt	Why do people hate .....?	.. snakes ???
20090220085359AAOpxPq	Travel;Canada;Other - Canada	A question for canadians?	if you had the choice,what service or shop selling a particular thing do you want to be avaliable.
20090220085249AAcnGgr	Travel;United States;Other - United States	Things to do around the Twin Cities (MN)?	My girlfriend and I both go to school in Duluth, MN and since we can't afford a trip to a sunny location, we are stuck in the tundra! We were just wondering what are some of the fun things to do in the Twin Cities.  We were planning on visiting MOA, and probably the science museum.  Any good venues or other culture things to look at? THanks for the help!
20090220092205AAyIFg8	Travel;United States;Orlando	Where would you find celebrities in Orlando, Florida?	I'm shortly going to Florida, and would like to go on a hunt for celebrities as i am a bit of a fanatic LOL.  But i have no idea were to look so if anyone could help me out, feel free :)
20090220091531AAPtJWU	Travel;Africa & Middle East;Saudi Arabia	What exactly is the "Arab Cause"?	I keep hearing references to it, but cannot find a substantial explanation. The president of Egypt won a prize for furthering the "Arab Cause". Saddam Husein is considered a martyr for the "Arab Cause". What exactly is the meaning of that phrase, though?
20090220083507AA9JwN4	Travel;Asia Pacific;Maldives	Is going to the maldives worth it even though it is very pricey?	Thinking of Going soon.
20090220082639AADM34E	Travel;Other - Destinations	If you could be anywhere in the world right now....where would you be?	Favourite place you've been...or where you've always dreamed of going.      Recently I heard of a place near Granada in the South of Spain. A lake, at a certain time of year the entire surface of the lake is covered in the colours of the rainbow...if you take a stone and throw it into the lake all the colours will fly up and then slowly settle back down again.      How is this possible...dragonflies...millions and millions of them laying their eggs. The colours coming from the iridescence of their wings.      That, if it exists, and I hear it does, that, I will have to see.
20090220091015AAXhiAM	Travel;Mexico;Cabo San Lucas	Where are some great spots to go in Cabo San Lucas that are off the beaten path?	N/A
20090220092444AAQuK4h	Travel;Asia Pacific;Japan	Where can i get information about a town in osaka?	The town is called Ikuno ku. Wondering if anyone could give me some ideas and if anyone got a story to tell about this city, please do contribute?      Thanks a bunch!
20090220093158AA1xuMX	Travel;Other - Destinations	How to Send a Letter to Lithuania?	I want to send a letter to someone in Lithuania I have their address, but how would I set it up? As a normal letter as if I were sending it in the US? Any help would be kind thank you.
20090220084734AA5yEu4	Travel;Travel (General);Other - Destinations	Where to travel for my birthday?	ok my birthday is coming in april. I was wondering what are the most fun for traveling. i was thinking about the range 400-2500. i already the great wolf lodge and stuff but something fun for a 14 year old.
20090220093219AAVO9rS	Travel;Africa & Middle East;United Arab Emirates	I am looking to transport construction equipment from USA to Dubai, UAE. How would I..?	For example, compressors, cranes, that kind of stuff from the United States to Dubai, UAE. Obviously that would be overseas so how would I go about getting the equipment there? Does anyone know of a site that could help me out or does anyone have past knowledge of this sort of thing? I really really really need to know this information, Thank you.
20090220082957AA86L1u	Travel;United States;Las Vegas	Was the old Sands Hotel in Vegas a 5 star hotel?	N/A
20090220082154AApWyM3	Travel;Air Travel	What is the official site of Sprint Airlines to get a flight?	N/A
20090220082657AA7LXgP	Travel;United States;Las Vegas	Help with coursework about Las Vegas?	I need some information about the Landscape in Las Vegas. For example the terrain, lakes,  closest beaches..   Iv looked on the internet but it just comes up with "cheap deals to Las Vegas".   Id apreciate if anyone could help me as im finding it difficult thankyou.
20090220082751AA0paFB	Travel;United Kingdom;Other - United Kingdom	How to get a map of England?	I would really like some maps of England or the United Kingdom but I want them to hang up in my room. Where would I go to get them?
20090220082756AAzSuL2	Travel;Asia Pacific;Philippines	What kind of food famous in Philippines?	I want to surprise my friend , he is Filipino i want to send food for his birthday please suggest me thank you in advance
20090220082911AAUOOZ2	Travel;India;Other - India	Any body free guide/help for my online passport ?	i have aplied online passport but they dont except my form so any body help me
20090220083020AAi9sZl	Travel;Spain;Other - Spain	What do i have to do, to work and live in spain?	Hi, im planning to move to spain after i finish my current course at college, what do i have to do to work in spain, will i need a certain visa, green card etc. How long will it last?
20090220083211AAfMqFP	Travel;Africa & Middle East;Saudi Arabia	Is there a hospital named "Al Perry National Hospital" in Saudi Arabia?	I would like to know if there is such hospital named Al Perry in Saudi, because the agency I have applied in is asking me if I want to be a nurse in that hospital but I don't have any idea if it really exists. Well it's really hard to trust an agency nowadays.Your answers would be appreciated. :)
20090220083257AAhJGvL	Travel;Canada;Toronto	Is there any job vacancies for caregiver in toronto?	or live in that is willing to sponsor us from uk
20090220083320AAo2x9a	Travel;Asia Pacific;Philippines	What is the name of the garment filipinos use to carry babies?	i would like to get one for my mestizo, but i cant remember what they're called.
20090220083600AAMSySZ	Travel;United Kingdom;Other - United Kingdom	Can anyone stop me leaving the uk?	N/A
20090220084415AAYD9uE	Travel;United States;New York City	What's the fastest driving route from NYC to Boston?	I usually take 95 to 91 to 84 and then the Mass pike but there's so much traffic on a Friday afternoon.      I heard there's a faster route? Does anybody know? thanks
20090220084602AA81mPA	Travel;Air Travel	Taking photos at an Airport?	I'm booked to fly AA on an A300 and my flight operates from San Juan to Miami, and I was wondering will people or security give me a hard time because I'm taking photos of the plane from the terminal gate. I just brought a Canon S5-IS and I'm dying to try it out but will they say something because of the type of camera I have as apposed to a smaller camera.
20090220084702AAkpHPA	Travel;United States;Las Vegas	Considering working as a server in a strip club, any help?	I was laid off a while back, the ecomony is totally preventing me from getting another job. I have a family to take care of, I need the money.  can anyone give me a few clubs I might be able to check out?   Thank you!
20090220084808AAKng7z	Travel;United States;Chicago	How many McDonalds are there in the Chicago O'Hare International airport ?	I am very curious if you could tell me ..
20090220084927AAAsaFg	Travel;Asia Pacific;China	How are athletes from china treated?	like do they go to a special school?
20090220085144AAieP2n	Travel;Asia Pacific;Singapore	In Singapore , what paper qualifications are you required to have if ....?	You want to become either a :   Doctor   Air Stewardess   Lawyer    Anything to do with being very good in Maths ?
20090220085229AA8snAw	Travel;Travel (General);Other - Destinations	San Fran or New York?	Only people who live there not visited. Visiting is nice but your not living there. How do you like it? How are the boys?? :-)
20090220085238AA75fgM	Travel;Spain;Other - Spain	Are there speed cameras in Spain?	I heard from one source that there werent...but they surely do dont they?
20090220085346AArtZye	Travel;Air Travel	How does stand by flying work?	So I bought tickets from Detroit, MI to Los Angeles, CA.  I found out that I had an exam and asked my professor if I could take it earlier but she will only let me take it that morning.  I'm considering of doing stand by or paying for a seat twelve hours before for $50 so I can change my flight.  My ticket is non-refundable because I'm stupid and if I reserve a seat now, it will cost me $150.  ANYWAYS, I just wanted to know how reliable stand by is and what I'm supposed to do.  Or should I just pay a fee for a seat.  I checked the flights and there are a lot of seats left and my flight is in two weeks.
20090220090034AAfrsEj	Travel;United States;St. Louis	Does Saint Louis gateway station have free parking for two days?	I am leaving today evening and returning on Sunday.
20090220090035AArzxOX	Travel;Europe (Continental);Other - Europe	Comparison of Europe w/ America?	Anybody who has lived both places can you plz give me 3 things one does better than the other and visa-versa.
20090220090624AArzFws	Travel;Asia Pacific;Philippines	Where is andrea ocado of tacloban city?	N/A
20090220090853AA5kWdM	Travel;Africa & Middle East;Lebanon	So bank stocks are almost at the penny level, now what?	Is everything going to be nationalized in the US? What are your thoughts?
20090220090953AA5Z1Rx	Travel;United States;Other - United States	I Really want to move to L.A or New York city, I Want to find the quickest way to do it. I Want to Know if?	There's some kind of job in any of these cities that'll Assist you in a place to live and will help you get on your feet once you get hired, until you can get settled.
20090220091154AADcJVO	Travel;United States;Other - United States	I Want to Move To L.A. or New York, and i want to know if anybody had adeas on the quickest?	ways i can make this happen.
20090220091102AAi8Gi9	Travel;Europe (Continental);Greece	How  can I get a refund on a trip to Greece?	my grandaughter purchased a non-refundable flight and hotel from Cheap Trip and due to economy the project was cancelled.  She is graduating from college and her professor recommended her to go to Greece. Students were selected from accross the U.S.  The trip was $3000   and they say she will have to use the ticket during the next year and only she can use it.  Does anyone know of a loop hole in this sort of thing?  Any help would be appreciated.    Everyone going on this trip had to make their own reservations even though they would be assembling as a group in Greece.
20090220091522AABJKwe	Travel;United States;Other - United States	I was arrested last year, but i just received a caution. will i be able to go to america?	so i have no criminal record or anything and i am supposed to be going on a school trip to america soon. will i be able to go?
20090220091536AALO2ze	Travel;Ireland;Other - Ireland	How much does it cost to deliver a game from Ireland to the UK or anywhere in Europe?	How much does it cost to deliver a game from Ireland to the UK or anywhere in Europe? Xbox 360 games and only standard delivery! Thanks for your help!
20090220092106AAViOXE	Travel;Europe (Continental);Belgium	What is the popular clothing in brussels, Belgium?	I am planning a trip to  Brussels and I would like to know what to wear so that I don't look like a tourist.   Thanks
20090220092202AAhcKhO	Travel;India;Delhi and NCR	Is kaushambi ( Gzb) is safe place to stay near Delhi,  Electricity problem? and other problems ?	Seemant Vihar or Vasundhara or vaishali ? where to take house on rent ?
20090220092436AAo10c5	Travel;Asia Pacific;Vietnam;Hue	Fast food "Bun bo hue" in vietnam ?	Vietnamese Pho noodle hih . I Verry good yes yes
20090220092805AA1mTg3	Travel;Air Travel	Do i need an airport transit visa in Frankfurt ?	Hi   I'm travelling to Mumbai, India. from USA.   I have a flight change (Lufthansa) in Frankfurt, Germany.   I am an Indian Citizen, and hold a valid Indian passport.   I am/was here in the USA on a M1 Visa (Vocational).   My Visa was to expire on 1st DEC 2008. And i had applied for an extention in November 2008.   The extention case is still pending. I have the payment receipt though.   So will i be needing an airport transit visa ?
20090220093417AAHBrbG	Travel;Africa & Middle East;Saudi Arabia	Is alquds alarabi newspaper found and read in Saudi arabia?	Alquds alarabi is a popular newspaper. I want to know whether it is easily available in Saudi arabia and whether it is popular in Saudi Arabia or not?
20090220093625AAqrxwp	Travel;United States;New York City	How can i get from ny city to ottawa by train?	N/A
20090220094017AAICe7Y	Travel;United States;New Orleans	When and where do the Mardi Gras Indians parade during Carnival season here in New Orleans?	N/A
20090220094043AAw3pz5	Travel;Mexico;Other - Mexico	Do you need a passport to enter Mexico from America?	N/A
20090220103849AA8aXTx	Travel;Europe (Continental);Portugal	A question for  my Portuguese friends :)?	I asked a question in Portuguese, but it wasn't posted, so let me try in English, let's see if this works...
20090220102336AAfssEg	Travel;United States;Orlando	What poisonous animals I should watch out for?	I am going to Florida in October for two weeks as a holiday and i've heard that there are poisonous animals that live there like snakes and spiders etc: Which ones should I keep my eye out for, and what to do if I come across one? Thanks.
20090220095250AAO1GBM	Travel;Europe (Continental);Turkey	What are the current diplomatic & trade relationships between Turkey and Greece?	N/A
20090220094652AAdWHiP	Travel;United States;Other - United States	Northern and Southern California are so different, I think CA should be split into two states.  Do you agree?	Please give reasons for your answer.
20090220101645AAJGEAc	Travel;United States;New York City	What is the best site to browse to buy an apartment in new york?	Everywhere i look just seems to offer rental thanks
20090220095821AArnF0a	Travel;United States;Other - United States	Lets say i wanted to go somewhere just to get away from it all for awhile....?	Tell me something positive where you live that would make me want to go there. (I mean live as far as the city you live in)
20090220101045AA76m8u	Travel;Other - Destinations	Where should I live anywhere in the world?	I want somewhere really cold where there is snow year round and where it is isolated......I would like to be pretty Isolated
20090220100430AAALVxQ	Travel;Africa & Middle East;Other - Africa & Middle East	What do you know about Iran?	Is life in Iran that bad? Could it all just be rumor to start a war?
