20080516170935AAilPZX	Travel;New Zealand;Dunedin	?Si Me Dice Que Se Viene, Debo Ponerme Felz?	Y recibirlo? =P
20070207100754AA3BD3C	Travel;Travel (General);Other - Destinations	?Qué crees que es lo mejor de un viaje turístico?	Quiero comprender el sentido de viajar por placer o viajar por conocer
20070207104217AA3cJJ0	Travel;France;Paris	Alguien sabe como se llama la torre mas alta de Francia?	es la mas grande que hay en Francia, en la noche tiene muchas luces sabes como se llama?
20090205155418AA9LArZ	Travel;Cruise Travel	What are some cruise brands named after a person? Can you name the person also?	N/A
20090205160145AAnigpH	Travel;Europe (Continental);Turkey	Turkey after ww1 help!!!!?	im writing a two paragraph summary on the governmet in Turkey after ww1 1918-1935.    plz can some1 help me with some brief information
20070728171740AAbyk6J	Travel;Air Travel	Você voaria em um avi?o da TAM?	N/A
20070621185033AAfVBv6	Travel;Latin America;Other - Latin America	Por que o trem  da morte na Bolívia leva esse nome ?	N/A
20070402090358AA9WfeW	Travel;United States;New York City	Qual il quartiere degli artisti di new york?	N/A
20070520044706AASkWhc	Travel;Italy;Genoa	LA SPEZIA. ma  vero che al chiodo c'..........?	ma  vero che al chiodo c' un accademia dove si possono imparare le difese personali(o altre arti marziali)?? se si me ne spiegate qualcosa?    viTy
20090205155727AAAk9cZ	Travel;Air Travel	When you're phone is on airplane mode does that mean you can use it on airplanes?	this may sound dumb but ive always wondered.
20090205160200AA6o1xr	Travel;Canada;Other - Canada	Anybody live in keswick Ontario ? :)?	N/A
20090205155757AABPpUR	Travel;United States;Los Angeles	Ok but i dont live close but is ther some near the south more?	srry i dont live near LA but can u tell me were ther are some near the south more
20070308094914AAnAFix	Travel;Brazil;Salvador	Avez vous déjà eu la chance de vivre un carnaval au Brésil ?	N/A
20070310074220AAKMhga	Travel;Spain;Andalucia	Bons plans à Séville?	Qui connait des adresses de chambres d'h?tes à Séville ?
20070318162203AAZcXQv	Travel;Other - Destinations	Les dates du Spring Break 2007 aux USA ????	N/A
20070328101113AAFZm6U	Travel;Other - Destinations	Meilleurs moments du voyage en Suède pour éviter le grand froid?	entre 5 et 25 mai
20070424082629AAsW3dL	Travel;Travel (General);Other - Destinations	Pour quelles raisons achetez-vous vos voyages sur internet?	N/A
20070427144921AAO0eid	Travel;Brazil;Rio de Janeiro	Quiero ir al carnaval de Rió de Janeiro que recomiendan?	Hoteles paseos, entradas seguridad,etc
20070527151209AAVrTa2	Travel;Brazil;Rio de Janeiro	Quantas horas de voo entre londres e rio??	N/A
20070707063954AAuAX48	Travel;Other - Destinations	Qual o lugar mais bonito do Brasil para visita??	N/A
20070728183857AAoryHV	Travel;United States;New York City	Como fa?o para estudar nos EUA?	gostaria de saber mais informa??es de como estudar nos EUA?   obrigada
20080202095532AAlG7iE	Travel;Africa & Middle East;Mauritius	Quelle sont les désavantages et les avantages de l'industrie touristique pour une ?le(Maurice)?	N/A
20080316031140AAjvE1O	Travel;Travel (General);Other - Destinations	Quelle est votre destination de rêve ?	Quelle est votre destination de rêve ?
20080926081850AAlWKqU	Travel;Europe (Continental);Denmark	How many days should I spend in Copenhagen to see everything essential?	thanks
20090205154407AAB0sLn	Travel;Travel (General);Health & Safety	Travelers Health Insurance: How does it work?	I'll be leaving the US for a 30-day vacation in Thailand and I have no idea how travelers insurance works.      Do I need to hold on to my current month-2-month policy at home or should I cancel it for a month to save a little cash? I would assume there's conflict with keeping it or would my new insurance just be considered Secondary?      Should I look at insurance companies from where I'm FROM or where I'm GOING or doesn't it matter?      Can anybody suggest a REPUTABLE company or how I find one?      Do policies usually cover things like motorbike/vehicle accidents and STDs.      Thanks
20090205154307AAGlMpl	Travel;United States;Honolulu	Is Hawaii apart of the United States?	N/A
20090205154917AAZF09n	Travel;Canada;Toronto	Is skateboarding illegal in toronto, canada?	Is it illegal to skateboard on sidewalks when its not crowded?   how about when i skateboard around the neighborhood? ( where all the houses are) Can i do that?   how much are fines?
20090205155102AAe8bXU	Travel;United States;Miami	18 and up bar/clubs in clearwater, florida?	anyone know of any?????
20090205155732AAFye5y	Travel;Asia Pacific;Korea	Where can i get Kpop gloves?!?	Iv been looking everywhere.  I want sparkly leather gloves..    Bands like Dbsk and SS501 wear them
20090205171322AA0k9XY	Travel;Europe (Continental);Greece	Greeks: How do you guys feel about the Croats?	Just curious.       Thanks :)
20090205162120AAGwbIz	Travel;United States;Other - United States	Recommend me a beach in Florida?	Last year during spring break, we went to Destin, Florida.  It was really nice, but the water was kinda cold and it was expensive getting there since it's not a huge destination.      This time I'd like to try somewhere warmer and more on the traveled side so the plane tickets will be cheaper...like Miami or Fort Lauderdale...BUT I don't want to go to a hugely crowded beach where there is no room to do anything.      So let me know of any recommendations...it would be from April 6th to April 10th.
20090205172239AAiSsY4	Travel;United States;Other - United States	How long do i have to be out of the USA to get a new i-94w?	I am sure it depends on the customs officer i am with, but i am in the USA at the moment.  If i leave, how long to i have to be out of the USA to get a new i-94w??
20090205173203AAYmFvb	Travel;United States;Orlando	Does Florida Import Oranges, and other citrus products from the Bahamas?	I was perplexed at that statement from my Social Studies teacher ( here in the Bahamas ). It doesn't make sense to me. Isn't Florida the Orange Capital of the World? Why would they pay for our Oranges and Other citrus Products?
20090205175452AATvrJi	Travel;Africa & Middle East;United Arab Emirates	Where does etihad take people to?	i seen this airline alot and never knew where this plane takes yo too. i think its ethiopia.. idk
20090205174420AAnFw8o	Travel;Canada;Other - Canada	What symbolizes Canada?	for example the dove represents peace and canada is all about peace something like that ? thak you
20090205172932AARArlS	Travel;Australia;Other - Australia	As a result of British settlement, the native populations of Australia and New Zealand both experienced all of?	a. an increase in intertribal warfare.     b. population decreases due to foreign diseases.     c. the loss of rights to land.     d. mistreatment from the settlers.
20090205173310AA3EqMG	Travel;Canada;Other - Canada	Which language would you have been most likely to hear while traveling through Lower Canada in the 1790's?	a. French     b.  Spanish     c.  English     d. Dutch
20090205165524AA7ckjO	Travel;Asia Pacific;Philippines	Why cant the philippine peso pegged its currency on singaporian dollar?	and would you agree to bring our currency into a fixed rate of 55 why and why not?
20090205170001AA0GqZG	Travel;Ireland;Other - Ireland	Anyone know of any childcare jobs in co clare ireland?	N/A
20090205163604AAFwpX0	Travel;Caribbean;Jamaica	What do I need done for Jamaica?	Were going at the end of March for a week, what shots do I need and stuff regarding health there? I got my Hep B shot about 6 years ago, does that need to be done again?
20090205170218AAfg8pi	Travel;United States;Los Angeles	Is the weather EXACTLY the same in Long Beach and Downtown Los Angeles?	N/A
20090205163146AAiPqnh	Travel;Africa & Middle East;Israel	Can Netanyahu defeat Hamas?	Netanyahu claims: "A government under my leadership will overthrow the Hamas rule in Gaza and bring about a cessation of rocket fire."      Do you think he can follow through, actually topple Hamas? The current Israeli governemnt tried for 22 days and couldn't do it (if that actually was their aim), do you think Netanyahu believes he can achieve it, or is it just talk to get more votes for the elections?
20090205161506AAKVGUF	Travel;Europe (Continental);Turkey	Turkey government help!!?	im writing a two paragraph summary on the governmet in Turkey after ww1 1918-1935.      plz can some1 help me with some brief information
20090205170838AAraGPq	Travel;United States;Los Angeles	Flying to LA in april...you think prices will get more expensive if I wait too long?	Ok a round trip from LGA (nyc) to LA (cali) plus hotel 7 nights on orbitz comes out to around $1054 to go in mid april   If I wait a month to buy these tickets...you think the price will go up or down?
20090205160343AADN9mj	Travel;Air Travel	Flying to LA...how much will tickets be in a month from now?	Ok a round trip from LGA (nyc) to LA (cali) plus hotel 7 nights on orbitz comes out to around $1054 to go in mid april   If I wait a month to buy these tickets...you think the price will go up or down?
20090205173510AARxaXg	Travel;Other - Destinations	Need suggestions for next year..something similar to Peace Corps?	I'm taking a year off of school next year. The Peace Corps isn't taking applicants without a college degree but I'd like to do something similar to that. Does anyone have any suggestions?
20090205162106AAZWjv3	Travel;Travel (General);Other - Destinations	Your dream vacation to anywhere?	If you could travel anywhere in the world, with no regard to money, where would you go?      My dream vacation is Ireland, Scotland and England
20090205164751AAb5zRs	Travel;United States;New York City	I love america!!!!what should i do?	i love america, but i live in uk, its bloody boring here, i want to buy a house in america and stay there for a long time, what would i have to do step by step, im 18, i know i need money first but then waht? can some one tell me step by step how to do this?
20090205174308AAYJ0ia	Travel;Asia Pacific;Korea	Can Koreans marry someone not their race ?	i know it may be a stupid question.   but im puerto rican and i absolutely love Koreans i think they're the most gorgeous guys.   and my cousins uncle married a Korean women and my mother told me that since she married him she's is not allowed to go back to Korea or their children since their half Korean and half puerto rican.   i just want to know if its true or my mother was trying to talk me out of moving to Korea.
20090205174824AAON6mD	Travel;Travel (General);Other - Destinations	How can US airways get away with charging $7.00 for a pillow that barely fits a human head in it and a blanket?	N/A
20090205170310AA6d5Jz	Travel;Asia Pacific;China	How well would this guy do in China with the ladies?	This isn't me, but I'm curious what you think.      The guy is gorgeous, as in could be a Calvin Klein model. In his 20's. He's clean and dresses decently. Not great, just decent. He has no extra money to speak of. He has a small apartment. He's very poor and lives a humble lifestyle. He has a great personality and is very charming. He's very honest and has good character.      Would it be easy for him to find beautiful women to date, or would it be difficult?
20090205164153AAAmSwc	Travel;United Kingdom;Other - United Kingdom	North/South Divide in UK?	I have been reading some questions/answers on here tonight and there seems to be many southerners making bad comments about northerners and vice versa.      I just wondered if anyone really does think like this?      Im from Manchester and have family all around the country.... and personally i dont understand why we bicker so much.      We should all be able to laugh with each other, shouldnt we?   Yes, many Londerners are rude.  Yes, many northerners have funny accents (me included!).... but does it matter!?!?      Im just curious to know what some of you think.....   If you do dislike the other half of the country, why?         Much Love to all My Countrymen, hahaa
20090205172508AAHVHPr	Travel;Asia Pacific;Philippines	Why do they say left hand doesnt kno what right hand is doing? is that possible?	N/A
20090205174659AAf6rUS	Travel;United States;Houston	I am waiting on a piece of mail coming from Southern California to my house in Houston TX. About how long?	It was mailed this afternoon from So Cal, and it is a VERY important piece of mail. Do you have an legit estimate of when i can expect it? Do you think I may POSSIBLY get it on Monday. It went in Today (thurs) in the mail friday & Saturday and here in Houston on Monday? Does that sound too quick?
20090205171653AAbGe63	Travel;Europe (Continental);Other - Europe	How many miles are there from Cannes to Monaco?	N/A
20090205161242AAjCsMz	Travel;Australia;Other - Australia	Genuine Thumpstars in Australia?	im 16 yrs old and want to buy a GENUINE thumpstar 125cc 2nd hand or new doesnt matter and anyone know top speed of   90cc GENUINE thumpstar   125cc GENUINE thumpstar
20090205174956AA4RSd6	Travel;Asia Pacific;Thailand	Is this true ? There seems to be a lot of confusion regarding visa runs?	New Visa Rules for Thailand    By thaizer ? December 29, 2008       In the first week of December 2008, new visa rules came into force in Thailand. The new ruling mainly affects visitors entering Thailand at a land border checkpoint without a visa. Visitors arriving at any of Thailand’s international airports should not be affected by the new rules.       Arriving in Thailand by Land or Sea Crossing   The old ruling used to be that most visitors entering Thailand without a visa would be granted a 30-day ‘permission to stay’ stamp also known as the visa exemption rule (some travellers mistakenly call this a visa on arrival). Under the new regulations, those arriving in Thailand via a land or sea crossing without a visa will now only be granted a 15-day permission to stay/visa exemption instead of 30 days. Under the old system there were limits to the number of back-to-back stamps you could gain in this way. Under the new rules that limit has gone and in theory travellers can continually enter and re-enter Thailand at a land border crossing every 15 days if they so desire without the need to apply in advance for a visa.
20090205163601AAdrYvR	Travel;Caribbean;Other - Caribbean	Is marijuana legal in Dominica?	my bro goes to med school there and said everyone smokes there in public
20090205163745AADvazk	Travel;Africa & Middle East;Other - Africa & Middle East	Why does Kuwait have so many foreigners? Why do people go there so much?	N/A
20090205164329AAAr4Sv	Travel;United States;New York City	Brooklyn! kings plaza . dog tag help!!?	for valintiens day im planning on giving my boyfriend a dog tag with our date and our picture inprintedd on it cute???????      does anyone kno how much it would cost???   and how long will it take for them to make it and give it to me   36 minutes ago - 4 days left to answer.
20090205165438AA94keL	Travel;United States;Other - United States	I need to do something fun in maryland please?	hi, im in the military and am 19 i am bored out of my mind in maryland. Does any one know any thing fun to do around here and in this season because im from california and this snowing not snowing thing is tripping me out. i love sports, out doors stuff, art, music, nature in general. please some one help me i am drowning in nothingness.  sorry about the dramatics
20090205164824AAPL2we	Travel;Air Travel	What's the breakdown of airfare tax?	My ticket cost only $124 but a $402 tax? That's insane
20090205160319AA0uLEz	Travel;United States;Honolulu	What is the driving test like in kapolei?	was planning on taking the road test down in kapolei, does anyone know what streets they go on, how long it takes, etc?
20090205162013AAw6ZKv	Travel;Europe (Continental);Greece	Anyone been the Alexander hotel in zante? whats it like? is it clean?	im abit of a clean freak and going on holiday with the girls and had no choice in where we stayed to be honest they took over haha so id like to know if anyone has stayed there and what it like.. thanks
20090205162150AA5RuMJ	Travel;Asia Pacific;Korea	Truthfully would it be weird for a guy to go to a wonder girl concert?	Well i am a big fan and i want to go to their concert.im thinking about buying tickets but i might be embarrassed because they have alot of girl fans.
20090205162332AAIuQno	Travel;Latin America;Panama	How strictly is the 18 and over drinking age enforced in Panama (the country)?	I have recently turned 18 and am going to Panama with my family and a friend. My friends is still 17. Would she most likely be able to be served alcohol during our stay in Panama or is it as strict as the US? I went to Europe this last summer when I was 17 and in none of the countries was I asked for identification to confirm my age.
20090205162752AAQdZGD	Travel;Travel (General);Other - Destinations	Ideas for a trip for 4 or 5 high school seniors?	So me and a few of my friends and I wanted to go away on Memorial Day weekend and we were trying to think of some fun warm ideas (preferably with a nice beach).  We can't go too far away.. We're from Long Island, NY and the farthest we could probably go is Myrtle Beach.   We're all 17 except one of us is 18.   Any ideas?
20090205163401AAPoVD5	Travel;Other - Destinations	Is california a good place to live in??..?	So im 14 and when i get old i REALLY want to live in California. now i have never been there but i mean i love acting and stuff so thats a plus and i love how its like always sunny. I just really like California. But someone just told me that its a horrible place to live in because theres always smog, earthquakes and fires and all this bad stuff is it true??
20090205163423AAYSTrI	Travel;United States;Other - United States	Would it be cheaper to fly or drive from Sacramento to NY?	Ok, i know its a 2,506 mile distance, but i have never planned a trip in my life so i was just curious. It is just me and my boyfriend going so we are splitting everything in half. We are debating if we would just sleep in a car or get a cheap hotel along the way but we are going to try to drive as much as possible IF we considered it, but i tried looking at different websites and i get so many prices im just not sure what to look for. Someone please inform me or give me tips/advice. Steer me in the right direction.      Thank you
20090205163703AA2GiPL	Travel;Canada;Other - Canada	Shipping...US to Canada?	Alright, if you could help me, thanks. I was wondering if it was illegal to ship a drink to Canada from the United States...it's not alcohol, it's actually a Coca-Cola product. Or, if any of you know a few things that are illegal/legal to ship from the US to Canada, or know of a website to help, that would be great. Thanks a lot!
20090205163719AA934Vu	Travel;United States;Other - United States	This river has the same name as one of texas national parks?	N/A
20090205164000AAqWysK	Travel;Travel (General);Other - Destinations	Spring Break Flordia Locations?	Pannama Beach, Ft. Lauderdale, Palm Beach, Miami... _______? spring break 09?
20090205164233AAg9VGP	Travel;Asia Pacific;Japan	Help me with reading Japanese Cinema site !?	Can somebody help me with this information:    I want to know whether the movie 'My Bloody Valentine 3D' at http://www.cinemasunshine.co.jp is English or japanese dubbed version.  I live in Nimazu so look in the Sunshine theater at Nimazu!  Its in the upcoming movies , release data 2/14.  I used Translator and in the 'information' column it says 'Japanese Version'  Is this not in English ?    Thanks in advance.
20090205164740AAhNolR	Travel;United States;Washington, D.C.	When is Lincoln's birthday?	N/A
20090205164552AAJ0Rtn	Travel;United States;Miami	I want to take my boyfriend to south beach for his birthday, where should i stay? hotel victor or the beacon?	the beacon-good reviews overall,but no pool and no spa      hotel victor-iffy reviews, pool, and spa, more upscale
20090205164554AAb6Eh7	Travel;Asia Pacific;Japan	What's the weather generally like in Japan?	Particularly around april-may, that's when I'm heading over.
20090205164844AAQU7sV	Travel;Air Travel	If i have $62, how long would it take to buy an imac and a plane ticket to italy if my allowance is $10/week?	and if i steal some money from my dad sometimes   i need an approximate answer
20090205173008AAIdb2S	Travel;Air Travel	Really cheap air tickets for 12 ppl in the july...?	i need really cheap air tickets for 12 ppl in july and i was also wondering if airlines offer dicounts for groups of 12. please stay 1100-1000 for the budget.
20090205165442AAHwsK0	Travel;Travel (General);Packing & Preparation	Some asian clothing websites that ship to Canada?	I need a couple of asian clothing websites that ship to Canada.   If you could provide me with some answers i would most likely be giving people "best rated" answers. Thanks . ^-^
20090205165731AAA61Tt	Travel;United Kingdom;Other - United Kingdom	What are some less ethnically diverse towns and cities in the south-east of england?	I'm looking to move from where currently live (Wood Green in Haringey, London), to a nicer place. The thing I don't like about Wood Green is that there are very few English people living here.       But even within Wood Green, one of the most diverse places in the UK, I live in a place that's even more so. I have thought about why this is and have come up with a few probable reasons:      The first is that I live close (within 5 mins walk) from 2 tube stations. The second is that my spot is well known as being Greek area/community. The third is that I live just off a high road, with foreign grocers and businesses. Most of my neighbours are either Greek or Polish and eastern European workers.      Basically, I've had it living here. I strongly believe that my social life has taken a knock because of this as there are simply no people 'like me' - English in their early 20's. I want to move!      I would like to know of towns in the south-east of England, places like Kent, Surrey, Essex, Sussex etc., where there is a white British population of 95%+ and not below this. I know that even moving to another London borough or somewhere not so close to a commercial high road would probably bring enough 'normality' and possiblities of friendship with English people, but screw that. I want to experience life in the complete polar opposite of where I've grown up the first 20 years of my life (and for the most part, disliked). So 95% British is my criteria. And preferably quite a large town or city.       I've actually briefly stayed in St. Albans where I believe the English population is something like 85-90%. However even this isn't enough for me as the ethnic population is still quite clear and present, and it reminds me too much of Woody (and I've grown sick of the place, like eating too many sweets!). No, I want no less than 95% Brit.      Stick to answering my question please people! Unless you've lived in a place like N22, just off Green Lanes, then you're in no position to judge!
20090205170231AA7kR8Y	Travel;Caribbean;Jamaica	Why doesnt everyone move to Jamaica!?	Ok this has been stumping me for a while. Why doesnt everyone move to jamaica? 1 US dollar is 50 jamaican dollars!!!!! Or is it the same and things are just more expensive. Because if not im moving to jamaica!!!
20090205170317AAlP7nV	Travel;United States;Other - United States	Planning a vacation for my wife and I.  Am looking for topless or nude beaches in Georgia or Florida?	If in Florida am hoping there might be one or both on the Gulf side near Clearwater Beach outside Tampa but anywhere is fine.
20090205170319AApVDu7	Travel;Asia Pacific;Japan	Yakuza gan in Japan.. ?	Does the Yakuza do more good or bad?  I've heard them called the police of the night,  but I've also heard them called something along the lines of  the fleas of japan (i can't quite remember.. maybe it was mosquitoes.. lol. all i know is it was insulting.)
20090205170724AAL3yRs	Travel;Other - Destinations	I live in Akron Ohio.  Where would be a good decent warm place that I could drive for a small vacation? HELP..?	Female, streesed out that needs to get away for about 7 days.  I will be renting a vehicle to drive there.  I would prefer it to be warm but a safe place for just myself to go and relax.        I am in need for some advice if anyone has any.        Much appreciated.      ~Peace6      Hennacy
20090205170843AAXzXcc	Travel;United States;Orlando	How much is admission for a 2 year old to Universal in Orlando?	Specifically the Islands of Adventure
20090205171015AA5IPBJ	Travel;Europe (Continental);Greece	Greek Citizen Rights?	Hi, i'm doing a project and need to know the rights of their citizens.
20090205171027AArF0Q7	Travel;Africa & Middle East;Egypt	Travel tips for "Luxor & Aswan" trip?	hi :) i'm leaving for Luxor & Aswan the day after tomorrow & staying for a week or so. i don't know what to expect as i've never been there! any tips? must-see places? clothes to pack? etc.  thanx.
20090205171119AAwBoVR	Travel;Asia Pacific;Japan	What part of japan is this  675-1331,Hyougo-10 Ono-Shi Shinmei-Chou 687?	N/A
20090205171501AAL2u4p	Travel;United States;Other - United States	Can anyone tell me where's the best place to hang out and stay in myrtle beach, SC?	Trying to go to Myrtle beach for memorial day weekend and want to get a good idea of where to stay and where to hang out at? Any ideas?
20090205171656AA9oVtu	Travel;Australia;Other - Australia	How to call from New Zealand to US, Arizona by mobile?	Im trying to call friends mobile with my mobile but it doesnt seem to work      im in new zealand trying to call to US, Arizona      using my mobile to call to my friends mobile      text messages work normally but calling doesnt seem to work      can anyone help me out??   any ideas??   any way i can call?
20090205171929AA5TSYJ	Travel;United States;New York City	I am taking a day-trip to New York City, I will have approx. 8 hours from Times Square, any walking ideas?	Its a bus tour and we will be dropped off at Times Square around 3pm, and then picked back up at 11pm,  being a First time visitor of the city, I want to see the basic points... Most important I guess you would say.. Any ideas please?   I want to make our trip as useful as possible.
20090205172356AAp4zrX	Travel;United States;Boston	Is the balcony seating any good at the Boston Opera House?	I have tickets in the last row :(             Balcony Row V
20090205172840AAto4kh	Travel;United States;Las Vegas	Is there any idea to do at las vegas during night time and we are under 21...?	if ya have any ideas? please list it. :)
20090205172919AAxtbFG	Travel;Asia Pacific;Japan	Where is Japan?I know that Japan is in East Asia though.?	What degree is Japan? 30485427degree?? huh please tell me...
20090205173043AAiO1mF	Travel;Air Travel	Where can I find the cheapest flights to Cancun from Dallas?	I need a cheap flight from Dallas to Cancun. I'm a mom traveling with my kids so I'd prefer not to have to stay the night anywhere between flights. Could you  tell me about any good places to look?
20090205173248AAk0gcL	Travel;Asia Pacific;Japan	I am the most famous natural object in Japan, and i even have my own kami?	please...its a riddle...
20090205173454AA7XJfB	Travel;United States;Other - United States	What is anaheim postle code?	N/A
20090205173523AAViaJ4	Travel;Travel (General);Other - Destinations	Can someone suggest an inexpensive vacation for a family of 6?	We have an all boy family 6, 13, 14, 15, parents in there 30's.  We are looking to travel in mid June.  Look for something under $500pp.  Have already been to various locations in Cancun, California, Texas, and Florida.  Looking for something different and kid friendly.  Attach a web link if you can.   Thanks
20090205174140AAM8tJW	Travel;United Kingdom;London	Travelling from luton to victoria coach station?	i will be visiting london from greece soon and from there i am going to chester i would like to ask what is the easiest and what is the cheapest way of travelling from luton airport to victoria coach station. also i went to the megabus site to book a seat to chester.are the fares actually so low or is there a catch? i am asking that because i find it is weird that travelling in london is so expensive and to go from london to other cities(which is amuch longer trip) only costs 8-10 pounds.thanxxxxxxxxxx
20090205175141AAptUgM	Travel;United States;Chicago	Taxi ride night chicago?	Hi I'm going to be staying at the HI hostel in chicago for a few nights and there are a few bars I want to go to that are a few miles from the hostel.One is Reggies Rock club and the other is Rosas lounge.MY question is how much would a taxi ride be 1 way? There both about 4 5 miles away also since I'll be leaving the bar pretty late should I be prepared to call for a taxi or will they driving by?iF I need to call have any reccomdations of companys that are cheaper.
20090203064722AAPK1yQ	Travel;Cruise Travel	How much would it have cost to board Titanic?	In English money today.      How much for first class?
20090205180517AArK0SO	Travel;United States;Los Angeles	Should i move to cali or stay in arizona?	idk if i should move wit my dad to lakewood in cali or stay in bullhead city in arizona. i wanna move wit my dad cuz i havent lived with him ever and him and my mom seperated when i was born but their still friends. anyways i wanna move their cuz where i live now sucks nothin to do at all. and where my dad lives the highschool is better he lives next to long beach and the mall. and i wanna get to know my dad more. i go out there everytime i go on break from school. and im 14 and ive lived wit my mom all my life. so i wanna go but it'll feel weird makin new friends and my little bro wont be here. idk what to do. Can you please help me out?
20090203062554AAP9nkQ	Travel;Africa & Middle East;United Arab Emirates	Is there free wireless internet available at Abu Dhabhi International airport?	Is there free wireless internet available at Abu Dhabhi International airport?
20090205181110AApj9fb	Travel;Air Travel	Where is the best place to go on your honeymoon?	N/A
20090205175806AAHiCM2	Travel;United States;Other - United States	An English man in New York?	So as a Brit how easy would it be to swoon a young American lady in your great country, working from the accent and charm alone?
20090205183325AAkP5qR	Travel;Travel (General);Other - Destinations	How old do you need to be to check into a hotel room?	N/A
20090205181704AADm8ZE	Travel;United States;Other - United States	Rentals at Long Beach Island?	Can i please have the name of some websites of Rentals in Beach Haven, Long Beach Island
