20090307150306AAJIE7Y	Travel;Caribbean;Cuba	Which countries allow cuban citizens (living in cuba) the least expensive visa or do not require a visa ?	If a cuban citizen, currently living in cuba, would like to visit/travel into another country, which country would be the easiest and least expensive to travel?
20090307043635AAgKUSO	Travel;Other - Destinations	Holiday in spain ? x?	Me and my mate are looking to go to spain for my 22nd b-day from end of August for 7 days,but we have no idea where the best place to go.We want sumwhere near a beach n also clubs..We looking to go self catering so we just gonna look for cheapest hotles as we not gonna b in there much n flights r cheap enough...Any idea people where we cud go for the best clubs n beaches ? x
20090307095104AAa2RN2	Travel;Asia Pacific;Korea	Boys Before Flowers Drama? plzhelp?!!!?	hi does anyone know where i can watch episodes 11-whatever is recent right now!!!!!!!!!!1 i  was watchin some on youtube & cant find any that are subbed english       plzzzzzzzzzzzzz help !!!
20090307100602AA2yAea	Travel;Latin America;Other - Latin America	Places to Stay in South America?	My dad wants to go to South America for vacation because he has heard that some of the beaches there are just as nice as Hawaii but cheaper... What part of South America has nice beaches like that???    What are the beaches???
20090307102234AAr9jkQ	Travel;Africa & Middle East;Lebanon	What do you put in a fruit salad?	N/A
20090307120857AAuO5iT	Travel;Africa & Middle East;South Africa	How safe is Johannesburg and Cape Town to visit alone?	How safe is Johannesburg and Cape Town to visit for a 20 year old white Australian male? I've heard mixed views. Some people, primarily South Africans who have moved to Australia, have told me it's virtually anachy and how anyone alone gets shot/raped/mugged/beaten/murdered, etc, and how I should basically avoid the place like the plague.      However, other South Africans have told me that on the whole the danger of Johannesburg and Cape Town is overplayed, and in reality providing you take resonable precaution and don't go walking around randomly in the middle of night, a visit will probably be incident free.       I suspect the truth is somewhere in the middle of those two extremes, but I'd like some more info.      Thanks
20090307110323AAvc4XE	Travel;Africa & Middle East;Other - Africa & Middle East	Arabic speakers please?	Is 'A?la' (pronounced EYE - lah) a word in Arabic or a girls name? Whats it's meaning?
20090307115422AAYT9AV	Travel;United States;Seattle	Do u find GOOGLE CHROME very slow?	N/A
20090307112520AAe8d0j	Travel;Europe (Continental);Russia	How do Russians prepare crawfish?	I am planning a crawfish boil party in a few weeks and I heard that Russians like them with sour cream. How do I fix it that way? I've never seen it before. Thank you
20090307111037AAsK5ig	Travel;Canada;Other - Canada	Will Canadian strip mining be a good investment when the North American Union takes effect?	seems like a ton of opportunity in that
20090227074039AApYvwp	Travel;Asia Pacific;Malaysia	What is the hardest thing being a human rathar than animal?	N/A
20090227074353AAwe5Kh	Travel;Asia Pacific;Malaysia	At what age do you fell love and not lust?	Or in other words at what age do you understand what love is
20090307114507AAaihK4	Travel;Cruise Travel	Question about Cruise Ship Excursion?	I am traveling with a group of people, me and my friend are both 19, and we are aware that we can drink while in all the ports of call being that the drinking age is 18 and up.       BUT what we are wondering is if we do a excursion through the cruise ship that involves a beach break & drinks, are we allowed to consume the alcoholic drinks as long as we are on the island, or because the excursion is arranged through the cruise line is the drinking age still 21 and up?       we are traveling in the Caribbean, royal caribbean cruise line.       thanks!
20090307114533AAu5CvM	Travel;United States;Portland	Shouldn't this Section be for Portland Maine and Oregon?	they are both fairly large cities.....shouldn't we share the page?
20090227071823AAPdZ0R	Travel;United Kingdom;Manchester	How bad is the drugs problem(and crime) and other stuff in Manchester?	If I was to live and bring up kids in the/one of the nicest area(s) of Manchester, ie my favourite, West Didsbury-       1)How far from trouble would I be, how much space is there to roam?   2)How hard is getting in and out of the city centre/other areas for work?   3)How well off is south Mancester for jobs or do most work in city centre?   4)What's the sense of community and the kind of folk living there like?   5)How safe is the nightlife and how safe would kids be at school?   6)How bad is the drugs problem, dealing and amongst teenagers at schools?      Put another way, would my kids have a harsh adolescence there or a nice one? Anyone grown up in Manchester? Just wondering how it compares to Cambridge
20090227071334AA2hxYo	Travel;United Kingdom;Newcastle	Nice areas of Newcastle centrally?	What nice areas are there pretty near central Newcastle?   What is their flavour(no gags please) and what kind of folk do you find there? Is there a good community life?
20090227071902AAYjN5X	Travel;Africa & Middle East;South Africa	Masala Steak Sandwich Recipe please?	i'm in Toronto, lissing for a masala steak sandwich with salads, slap chips, fried egg and chutney.  The best I had was from Mariam's in Cape Town.   Any tips or recipes to make the masala steak would be appreciated.  I don't have access to prepared masala's like the ones available in SA.     Send your masala steak recipes please.
20090227070218AAnHTdJ	Travel;Australia;Sydney	I'm moving to Australia.......?	I am moving to Sydney, Australia and need to know if there are any clinics for free contraception or do I have to go to the doctors for it and pay??
20090307112422AARb23w	Travel;Canada;Other - Canada	Canada ranks?*_*@_@>_ ///?	Ignore the emoticons, they were put their due 2 bordome. Alright, heres my question. compared to the rest fo the world, what does canada rank in area?
20090307111134AAly8oJ	Travel;Canada;Other - Canada	What are some natural resources in british canada?	In British columbia, Newfoundland (labrador) nova scotia, ontario, prince edward island, quebec, saskatchewan, northwest territories, nunavut, and yukon? Im doing a paper @ school, its about the competition of america and canada in the market of imports etc. i need some base info in order to get the job done the way i want, don't think im asking you to do my work for me. I assure U im not.
20090307105407AARtbHf	Travel;Travel (General);Other - Destinations	Are there any airline tickets of no change of travel date?	\When you purchase an airline ticket, are there any you purchase where you can't change the date of travel???   OK if I trty to change the date at the front desk  of the airline in the airport, will they say I cabnt change it and what if I try to nag them to change it?      Well of these two scenarios?      1. what if you a purchase a ticket with that restriction and a friend (Who is going to grad school) is going to unexpectadly visit the area and you want to see her and reschedule your trip, what will happen, will they not let you change the date of travel?      2. or what if you purchase a ticket with those kinds of restrictions, and your flight is cancelled and the flight you are rebooked on is too late in the day (you only have 2 days off in a row of work) or wont get you there till the next day (Same day its time to go home), Will they still not let you change your date of travel even though your trip is severly wrecked???      AGAIN are there any airline tickets you purchase where you cannot change the date of travel and what if you want to for personal reasons?      And is it really that that airline is not responsible the weather delaying your flight ruining your trip?
20090307104827AAxs5mw	Travel;Air Travel	Are there any airline tickets of no change of travel date?	\When you purchase an airline ticket, are there any you purchase where you can't change the date of travel???      Well of these two scenarios?      1. what if you a purchase a ticket with that restriction and a friend (Who is going to grad school) is going to unexpectadly visit the area and you want to see her and reschedule your trip, what will happen, will they not let you change the date of travel?      2. or what if you purchase a ticket with those kinds of restrictions, and your flight is cancelled and the flight you are rebooked on is too late in the day (you only have 2 days off in a row of work) or wont get you there till the next day (Same day its time to go home), Will they still not let you change your date of travel even though your trip is severly wrecked???      AGAIN are there any airline tickets you purchase where you cannot change the date of travel and what if you want to for personal reasons?      And is it really that that airline is not responsible the weather delaying your flight ruining your trip?
20090307121607AAaijtK	Travel;United States;Other - United States	Is it warm enough to swim in south carolina beach at this time of year?	im going to a beach near charleston in a week. Is it warm enough to swim in the ocean yet?
20090307121535AAbVAb2	Travel;Canada;Niagara Falls	Can anyone tell me a good deals for a 1 day Niagara falls trip from Toronto?	I am an immigrant to Toronto but haven't been to the stunning falls yet. Am looking for a good reasonable deal with spending some time at the falls. Please provide me a good deal with the website.
20090307103217AAQc2Eh	Travel;France;Paris	How do you say 'soon we will be visiting disneyland paris' in French?	hehe :)
20090227073426AAt5W89	Travel;Africa & Middle East;Saudi Arabia	How do saudis answer the phone?	N/A
20090307113459AAWkRPL	Travel;Air Travel	Plane ticket costs for canada to england?	i live in ontario toronto and i wanna get to leek to meet my friend :D   how much would it cost? >.>
20090227074125AAzRoHD	Travel;Caribbean;Trinidad & Tobago	Allyuh would not believe this one?	jus watch the video       http://www.mediatakeout.com/2009/30973-v... 
20090227074921AAI2Spq	Travel;Caribbean;Jamaica	What to expect at Hedonism, Negril?	I'm spending two weeks in Jamaica and thinking of staying at Hedonism, Negril. Would you recommend it? I'd be very interested in hearing any experiences of staying there. I'm a pretty open-minded kind of guy.
20090307102325AA3iQ6s	Travel;Spain;Andalucia	Distance from torramolinos to fungirola ?	i will be staying in torramolinos and wondering how far it is to fungirola and if its walking distance, i enjoy the walk to benalmadena, is it much further to fungirola, thanks.
20090307105834AA2Wx0R	Travel;Canada;Other - Canada	Dairy Queen in Canada?	are there any dairy queens in canada?   thankss
20090307120911AAYSbMU	Travel;Africa & Middle East;Israel	Israel, What is the USA planning on doing with the money that is given to Gaza?	How are they going to go about this?
20090307103712AA2EePp	Travel;Mexico;Cancun	Isla mujeres drug and killing problem bad?	I am going to isla mujeres,Mexico in June, is there any drug or killing problem on the island? Also please give info on cancun,Mexico also! Thanks.
20090307113937AAr10b3	Travel;Africa & Middle East;Kenya	Is tourism a benefit or blight to Kenya?	I am doing a geography case study and i need more information on the above question.   'Is tourism a benefit or blight to Kenya?'      i need information on things like   money income and environmental issues, and social impact.   the more information the better.      thankyou so much, much appriciated. (:
20090307105727AAhcYJm	Travel;Cruise Travel	Carnival cruise check I.d. to documents?	So I am going on a cruise in 3 weeks and my 18th bday is the day we return from the cruise. On the documents you put in online b4 the cruise my gma used my bros bday which just passed so that it says I am 18 already. My question is when I get to the cruise check-in will they check my I.d. And passport word for word on the documents or will they probly just not realise that my bday is 1 month later then what's on the documents? Or will they let me get away with it?
20090307112946AArVAbM	Travel;Asia Pacific;Other - Asia Pacific	Can i move to Bali living on a $1000 a month?	was planning on leaving for awhile can i live on $1,000usd a month in Bali
20090307115712AAHkP70	Travel;Canada;Vancouver	Where can I find Macbeth shoes in Vancouver, Canada?	N/A
20090307120109AASg2lh	Travel;Italy;Rome	What tourist attractions in Rome require advance reservations?	My parents and I will visit only Rome for one week, from March 27 to April 3, 2009.  What tourist attractions require reservations/ticket purchase in advance to get in and how far (days/weeks) in advance do I have to reserve/purchase ticket?  I read Galleria Borghese requires reservations.  What else? Thanks for your help.
20090307121208AAvtm3B	Travel;United States;Other - United States	How Much Money Would I Need Alone For 12 Days In Clearwater, Florida?	Okay so my friend and I are going to Clearwater, Florida in July this year and her parents are paying for everything (Hotel, Gas,etc), except for spending money outside of the hotel. So how much spending money will I need for 12 days? I really don't want to take more than $400. Is that enough? Including that we'll be going out for dinner and I'll want to bring back some things.    What are some cheap apparel stores there? And restaurants?    O ya!  and seaworld? How much money would I need for that?   Thanks!
20090307095613AAGeP4U	Travel;Caribbean;Dominican Republic	Are baseball games in the Dominican Republic safe for tourists?	I am thinking of going to the Dominican Republic in November 2009 with my wife and wanted to attend a baseball game in their famous winter league, but I am wondering how risky it would be.
20090307101509AAnBhrJ	Travel;United States;Atlanta	Where in Atlanta are there running tracks open to the public?	N/A
20090307103119AABOKzE	Travel;United States;Cleveland	Cleveland, ohio w.95st.?	where is it on the map
20090307104725AAN4n9v	Travel;Africa & Middle East;Other - Africa & Middle East	Traveling to Pakistan?	I am considering taking a trip to Pakistan to visit my boyfriend who is there with family for the next three months.  He really wants me to go so I thought I should at least look into it.  I had a few questions because I have never flown out of the country or been anywhere that far before. ( I'm from Canada).   I would be landing at Peshawer airport and then going to Mardan where my bf's family lives.  Are they really far away from each other?   Also, is it okay to where my own clothes when I am there or is that a bad choice?  Should I buy one of those Kamiz dresses?  Also, what kind of food should I expect?  Is it safe? What is there to do for someone who is visiting?  The reason I ask if that my boyfriend thinks its the best place in the world but I sort of want a more unbiased view.    Thank u.
20090307105549AAD8qXC	Travel;Canada;Calgary	Custom Built playhouses by Calgary?	Does anyone know who makes the wooden castle and pirate ship playhouses that are on display on hwy 2 towards calgary, alberta?
20090307111603AArkRaG	Travel;Africa & Middle East;Israel	Where can i get rigid collodion in israel?	purim :)
20090307112153AAuNVzQ	Travel;Travel (General);Other - Destinations	Can i still use my passport with my maiden name?	I have a passport with my maiden name on it. ( i just got married last october) I need to travel to europe to see my dad before he passes away. It's kind of an emergency so i don't think i have enough time to go through all the name changing documents etc etc. Is it ok to use my passport with my maiden name on it if as my second ID, i have my old drivers license with my maiden name on it as well? They are not expired or anything. Will I run into any problems at the airport?
20090307112314AA2jPQn	Travel;United States;Other - United States	Im thinkin about moven to tampa, fl and i was wondering what are the most crowed beaches?	N/A
20090307113251AAFveJk	Travel;Asia Pacific;China	Does anyone know how to get from guangzhou east railway station to guangzhou main railway station?	does anyone know how to get from guangzhou east railway station to guangzhou main railway station? Quickest and easiest way?      Thanks!
20090307113253AA8TEN1	Travel;United States;Other - United States	Whats the best way to catch a flight to Hawaii?	Airline name? Cost? Avliability? Time? etc.
20090307114137AAdY0jc	Travel;Europe (Continental);Poland	Luxury Boutiques arrving to Poland any time soon?	Louis Vuitton gucci prada stores in poland or when
20090307114928AAqlXNM	Travel;Australia;Other - Australia	I'm visiting family in Sydney, Australia- I live in NY..what should I take for them?	Something they possibly can't purchase in Sydney, Australia?
20090307115053AAxAonT	Travel;Asia Pacific;Japan	US to Japan / hair dryer voltage ?	Im bringing a blow dryer to Japan - do i need to bring a converter for the voltage difference?
20090307115248AAcLHhM	Travel;United States;Boston	Do you know any famous people coming to boston?	well i love meeting famous people,   like bands and stars and stuff.   so does anyone know any coming to MA soon?   i cant find anywhere anything about who might be.
20090307115708AAzwd2i	Travel;Canada;Toronto	Money required (including ticket price) for a tour to Mississauga for two months?	Hi   I am planning to go to Mississauga in next holidays of two months. I want to know how much money I should have in my pocket ( in US $ ) for a comfortable tour to Mississauga. I have no living expenses there as I have relatives out there. I want to give them a dinner ( just once ) and some other small expenses ( like small gifts for 2 or 3 cousins ).      1- I wana tour whole mississauga   2- What will be the price of return ticket (from Pakistan to Canada for two months)   3- Give one dinner to all relatives ( around 20 ).   4- Buy some small gifts ( optional )   5- Expenses of ticket if i go with my brother
20090307120008AAE72iu	Travel;Caribbean;Jamaica	Is there any canned beer at Breezes Runaway Bay?	Going to Brrezes Runaway Bay in Jamaica - need cans of beer, don't care what brand, any help?
20090307120053AAixd2i	Travel;Asia Pacific;Vietnam;Other - Vietnam	Thuan thi ngoc huynh. dose anyone know her?	she is a vietnamese
20090307120314AAb5yvb	Travel;United States;Other - United States	Romantic things to do in Jacksonville, NC?	My boyfriend is currently in SOI at the marine corps base, camp lejeune. I am going to visit him in 2 weeks and will be staying in Jacksonville, NC. I was wondering of anything romantic or fun to do over there. Any suggestions?
20090307121328AAt7Xyf	Travel;United States;Houston	Are there any good beaches in Houston TX area?	N/A
20090307121404AAutVDu	Travel;United States;Other - United States	If I fly in to Nashville, is there any way to get to Gatlinburg without renting a car?	N/A
20090307121542AAjXyQK	Travel;United States;Other - United States	Any advice for someone who is moving to Michigan?	I am a California girl moving to Michigan to attend U of M. Any advice?    Does anyone know how to establish residency there?
20090307121635AARvbKz	Travel;United States;Other - United States	Trip to tampa, st. petersburg, actually staying on treasure island?	My entire family (8 adults and 4 kids) are going to Tampa to see my sister, her husband, and my niece.  We'll be staying at Treasure Island so between these places we need to know what are the "go to places".  Any suggestions will be appreciated!
20090227073512AALWxtV	Travel;Africa & Middle East;United Arab Emirates	I would like to know about labour bans in uae?	i was working with a Bank in UAE,as a sales executive ,but recently due to financial crisis bank was done some cost cutting and i was asked to resign from the bank . i am a postgraduate and i have completed one year in this bank on February 2009. But my visa was stamped on month of May 2008.Bank is ready to give me an NOC, But i would like to know will i get ban if i get job in any other company.
20090227073623AAb1P6n	Travel;United Kingdom;Other - United Kingdom	Can anyone provide an address to get to the disused RAF Wigsley Control Tower in Nottinghamshire/Lincolnshire?	I am searching for the disused control tower of RAF Wigsley and was wondering if anyone can help me? I cannot find a address or roador post code? Thanks
20090307133715AA6XvBr	Travel;Cruise Travel	I noticed I can get a curise for half the price if I wait until Oct.?	That is hurrican season right? Even if so the curise is just as nice right? Anyone out there travel during hurrican season? Is it worth the savings?      Thank you!
20090307132304AAYYEB4	Travel;United Kingdom;Liverpool	Which pubs in/near Liverpool serve Boddingtons on tap?	N/A
20090307124056AAytaVV	Travel;Switzerland;Other - Switzerland	Anyone originally from Switzerland?	Just being curious - that's all
20090227081738AAYpGic	Travel;United Kingdom;Other - United Kingdom	Is Nottingham an alright place to live?	i have heard it has a high crime rate,   but what's it really like? the city, the night life, the people, every day living, the shops, price of things, transport etc.      Thanks in advance            (Suggested category: Society & Culture > Cultures & Groups > Lesbian, Gay, Bisexual, and Transgendered) ?????
20090307132831AAZlfQ5	Travel;Europe (Continental);Greece	What is the highest decoration awarded to a citizen of Greece?	N/A
20090227080720AA7aL3o	Travel;France;Paris	Where is Roland Garros?	I know its Paris, but Paris is a big city lol What part of Paris, do you have an address? thanks
20090227083124AAI0M5m	Travel;United Kingdom;Other - United Kingdom	What is this Road Sign and what does it mean?	It has a yellow backround,   Black Circle,   Black Arrow   on it   please will someone tell me   its bugged me for weeks   thanks
20090307121913AAmlzb6	Travel;United States;Boston	Any parking near the house of blues in boston?	im going there soon and i need to know if theres any parkinglots near it.
20090307124637AAjxKll	Travel;Canada;Quebec	Questions about Quebec...?	My friends and I want to go there for a week's vacation. We are focusing more on the "old city", around wintertime. If anyone has visited there, or, even better, lives there, can you tell me what are some must-see points of interest, events, and some restaurants that are good but somewhat inexpensive? Oh, and this might be an incredibly stupid question, but should we have some basic French down?
20090307133258AAidZIv	Travel;United States;Other - United States	So Americans,why the double standard when it comes to sexual clothing but a prudish attitude about sex ?	I notice it a lot especially with American friends; Americans and their stars will dress so provocative, but then are embarrassed when the topic of sex comes up, whereas in Europe we have nudist beaches and are more open about sex and have a less need to dress badly.So why the double standard?
20090307131730AA97rye	Travel;United States;Chicago	Is it possible for a British Citizen and a Canadian Citizen to marry in/around Chicago, IL?	Both are non americans, live in their respective countries and will only be visiting USA. Is there any need for extra documentation etc?
20090307131415AAhJiOY	Travel;Australia;Other - Australia	Visiting Australia for a year?	I'd like to stay in Australia for a year to take time to visit the country from south to north.But I just passed the age limit for an holiday working visa.What other options do I have to get a one year visa? Maybe a student visa?
20090307131811AAi7NiE	Travel;United States;Sacramento	Build a new life in Sacramento?	Im 25 years old. I will hopefully leave my abusive husband and move to Sacramento sometime this year. I have an Associates Degree in Accounting. Can I get a job that will enable me to rent a place and decently survive?? Im not a big spender and I have a good credit score.   Thank You
20090307132541AAExxQ0	Travel;Asia Pacific;China	Do men in China prefer half asian girls?	i know every person has a different preference but in general do any of you men in china find half asian girls more beautiful than full asians or full white?  just wonderingggggggggg
20090307132423AANbngN	Travel;United States;Other - United States	What state you live in?	open for interpretation
20090307131629AAtZIjA	Travel;Latin America;Chile	Is Chile a third world country?	I just started studying Chile for my history class.         Thanks!
20090307123329AAGPAHF	Travel;Air Travel	Discounts on plane tix for family emergency?? HELP?	Ok,   so my grandpa had a massive heart attack, and my grandma isnt doing well on top of that because she just lost her husband.   Is there a way that I can find some help on gettting plane tickets?   Either half price or something?   Does the Red Cross help maybe?
20090227083135AABJjVK	Travel;Travel (General);Other - Destinations	What to take when going on holiday?	Hey,  I am going on holiday to Dubai for a week.  Can you please tell what things should I take with me?  excluding clothes...      Thanks in advance.
20090307122132AAYDuN1	Travel;Mexico;Other - Mexico	Is it safe to go to Ciudad Juarez?	I'm visiting relatives in New Mexico soon, and I was wondering if I could go shop in Ciudad Juarez, because its cheaper than in New Mexico. Would it be safe, considering all the drug wars going on?
20090227082203AA0ebE0	Travel;United States;Orlando	Hilton Grand Vacation Club- International Drive, Florida?	For spring break, I have a time share at the Hilton Grand Vacation Club on International Drive. I have never actually been there, but i was contacted because I rented a condo from disney. I could not pass it up, it was 2,000 for two weeks in a two bedroom two bath all amenities, including a hot tub and full room service. Has anyone stayed there? I would really love to hear about some experiences that you personally have had. I saw the pictures of it online and in my welcome packet, but i do not want to get over excited for a blah hotel. Thanks
20090307123333AAXEwrI	Travel;Asia Pacific;China	Organizational Structures in China and America, how do they differ?	hello,.   could you please tell me how do organizations structures differ in america and china from each other?   thank you.
20090227083127AAQ9mkv	Travel;Europe (Continental);Greece	Is it true or is another provocation against Fyrom?	 http://balkaninsight.com/en/main/news/17... 
20090307122308AAlteHj	Travel;United States;Other - United States	Do you think there is still a divide between people in the South and North in America?	I mean, do you think the two places are still VERY different from one another and the people are different. Or is that mostly gone and people from anywhere in the country are alike. I ask because I do not know much about people in the South.      What are the differences?
20090227082429AA7bEzc	Travel;Travel (General);Health & Safety	I need to fix my teeth without insurance, which country is best for inexpensive medical treatment?	I heard that in Mexico doctor's fee is cheap...is that so? anybody knows any good doctor?
20090227083200AAUwK3v	Travel;United States;New Orleans	What are the human impacts which make New Orleans Prone to Flooding? like during Hurricane Katrina?	How did humans make the flooding worse?   What impacts did the flood have?
20090307131558AAuda6h	Travel;United States;Other - United States	Where are some fun places to go?	my mom said to make a list of where i want to go to have fun.   && ofcourse these places have to be near by ( near salem of near methuen) where are some fun places i can go in the summer winter fall and spring?
