20090226095650AA2F77W	Consumer Electronics;Games & Gear;Nintendo Wii	I need wii help!! Please help!!?	How can i transfer wii game data from one sd card to another and give me a precise guide
20090226101619AAXDfnG	Consumer Electronics;Cell Phones & Plans	Which is better, the samsung eternity or the blackberry bold?	I wanted the iPhone, but i didn't want the data plan, so now i'm trying to choose between these 2 phones. I like to text a lot. which is better?
20090226101901AAXDYJ0	Consumer Electronics;Games & Gear;Xbox	Is there an original xbox to xbox 360 controller adapter?	I have an arcade stick that has a ps2 and an original xbox connection in order to be able to play on both systems (street fighter arcade stick).  Is there a way I could find an adapter that can also allow me to use this stick on my xbox 360, either from xbox connection to usb or ps2 to usb?
20090226102503AADwqkW	Consumer Electronics;Music & Music Players	My iPod touch can only take 9 pages of applications?	I have a 16GB iPod touch but it only shows 9 pages of applications when I have more. If I go to the App Store in the iPod it says that the applications that I've bought, but are not shown are already installed and in the computer it has the applications and it also says that they are installed, BUT I CANNOT SEE THEM IN ANY WAY.   PLEASE HELP ME!!!
20090226103610AAyP3pV	Consumer Electronics;Music & Music Players	WIndows media player trouble?	Hey just recently i had to repair my computer and my windows media player is not working properly.  when i try to watch videos  online there is a blank spot that says "click here to download plugin" so i do and it says nothing is found.  so i downloaded windows media player 11 from the website and it works off my desktop, but the videos online still wont load up   so what do i need to view vids
20090226102717AA5WiPb	Consumer Electronics;Music & Music Players	If money were no object, and you wanted to buy the best headphones in the world, what kind would you buy?	N/A
20090226102913AAnkuno	Consumer Electronics;PDAs & Handhelds	What can i do with a Palm Treo 700wx?	I Found one in a shopping cart outside of Target. The wireless company (Alltell) didn't want it back.  I'm sure i could buy a charger and plug it in to see who it belongs to, but surely they would have reported it missing and had it deactivated by now.  Would i still be able to use it for movies, music, or something else?
20090226102550AAyteKw	Consumer Electronics;Games & Gear;Nintendo Wii	How do get friends on the Wii Wi-Fi without knowing anyone with Wi-Fi?	N/A
20090226102817AAVxrsn	Consumer Electronics;Cell Phones & Plans	What are the different vodafone series of nos. in Mumbai ?	i know these      98208x x x x x   9819 x x x x x x  Please tell me other series . Thanks in advance !
20090226103146AAeYJwh	Consumer Electronics;Cell Phones & Plans	How do i upload videos from my iphone to computer?	i have cycorder i need a detailed way of how to upload my videos to the computer
20090226103633AA7xsJ0	Consumer Electronics;Games & Gear;Xbox	Call of Duty World at War co-op?	Is there a way to play co-op online with two people on the same tv?  Or are you just able to join parties online from two different xbox systems??
20090226103900AAIwsqx	Consumer Electronics;Games & Gear;Nintendo Wii	I need help on Guitar hero on the wii?	ive just brought guitar hero for the wii and when i play a song if i miss a beat this funny noise comes out of the controller and it is really bugging me but it says you have to press 2 for volume but when i press it nothing happens does anyone know what i can do?
20090226112006AAdNHTO	Consumer Electronics;Music & Music Players	Will a new ipod touch come out anytime soon?	i want to buy an ipod touch 16gb 2nd gen for myself but think apple may come out with a 3rd gen pretty soon. Any thoughts?
20090226105353AATI4Bg	Consumer Electronics;Music & Music Players	Password for Restrictions on iPod Touch?	On the iPod touch, under settings and then general the restrictions. The password for that is not the same password that I have set for my passcode lock. So how can I figure the password out?
20090226105118AAZ3Vtf	Consumer Electronics;Games & Gear;Nintendo Wii	What Wii game(s) should I buy?	Cheap good ones are always a bonus.....
20090226105628AAJE0On	Consumer Electronics;Music & Music Players	MP3 player that supports .wma files, at least 8GB, and a strong battery life?	I'm looking to buy my first mp3 player. I want something simple but efficient. I want something that allows me to drag and drop files easily from my computer to my player. I'm definitely looking for .wma support, a file size of at least 8GB, and a really strong battery. Any recommendations? Thanks.
20090226110957AA9AnYV	Consumer Electronics;Music & Music Players	What is the difference between MP3 & MP4?	can anyone give me a general answer as to the difference? thanks
20090226105959AASMrWS	Consumer Electronics;Games & Gear;Nintendo Wii	Can you send your high scores from one wii  to a friends wii over the internet on the wii console?	N/A
20090226105601AAsF0pa	Consumer Electronics;Games & Gear;Xbox	Linking up Xbox 360's how do I do it?	What I mean is, how do I hook up two Xbox 360's to one another.
20090226105458AAHT9uV	Consumer Electronics;Music & Music Players	Ipod touch help please?	I recently bought tv shows for my ipod touch, and when i watched then all on my ipod touch, the next time it was synched to my computer all the tv shows were gone! theyre all checked, the only ones that stay are movies, how do i get them back on my ipod touch? Can someone please help?
20090226104439AA8nlCe	Consumer Electronics;Music & Music Players	How do i move my itunes library onto my external hard drive, i can't 'consolidate'  because i aint got space?	N/A
20090226110121AAed8Tu	Consumer Electronics;Music & Music Players	How to put a DVD Movie onto an iPod?	How do I put a DVD onto an iPod?
20090226105636AAErYhf	Consumer Electronics;Games & Gear;Xbox	XBox live (ethernet) paying?	Okay, well. I know how to connect to the ethernet on xBox. But, I'm wondering, do you have to pay to use xBox live? I bought the 60GB xBox, and it says "Silver Membership." Do I get to use it for a certain time, without paying?
20090226104757AAf40Eb	Consumer Electronics;Music & Music Players	Need new music please? any recommendations?	i like rock, sumtimes other music (besides country) wen im tired of rock...   i listen to bands like    skillet,evenescence,escape the fate,mayday parade, the cab, papa roach, three days grace, alesana, avenged sevenfold,coheed and cambria, system of a down, medic droid.. bascially mostly emo songs are my favorite... um lets see... other songs i liked were funny so any songs that are like, the dating game by icp, because i got high by afro man, anti barbie girl song by anti aqua? i cant really find songs i like nowadays nd im hoping u can help, im also stating to get into techno... so any recommendations?
20090226105023AAKzSu2	Consumer Electronics;Other - Electronics	If there was some kind of an emergency which involved an evacuation and chaos?	would you be able to use a basic walkie talkie like you would pick up in a shop. you know the kind that cost about $50 or ￡50?
20090226105402AA2cZIt	Consumer Electronics;PDAs & Handhelds	What phone should by Dad buy?	I have iPhone 3G and my dad so my phone so he now wants another phone! He told me to help him, but I need help! Should my Dad buy iPhone 3G, Verizon Samsung Glyde U940 Cell Phone, Motorola / Symbol Technologies MC50 Handheld Mobile Computer, HP iPaq Data Messenger is a PDA-phone with a slide-out QWERTY keypad, or ATT Fuze, Hands On? Help me and my Dad choose!
20090226104558AA9IyBr	Consumer Electronics;Music & Music Players	Problem installing Sony Walkman Software?	Just bought a sony walkman and when I try to put the CD for installing the software in my computer (has windows XP) this error message comes up:      Launcher.exe - Bad Image   The applicatoin of DLL D:/Si.dll is not a valid WIndows image.  Please check this against your installation diskette.       (this isnt actually my computer its my aunts, and I am not familiar with windows so I need help correcting this problem!)   thanks guys!
20090226110518AAyv75W	Consumer Electronics;Music & Music Players	Creative zen vision:m - says its docked - its not, but i cant use it?	when i unplugged it from my pc (i didnt click remove safely - i didnt think to) it still says that its docked and, whilst it says this, i cannot use it - does anyone know how to fix this ??
20090226110739AAGk98l	Consumer Electronics;Music & Music Players	The CD still WON'T play? Seriously annoyed?	I burned a CD using MP3 files after the first time round it didn't work,because rhe files were not MP3.      It STILL won't work though! On anything!      What's going on?
20090226104424AA4Gx6n	Consumer Electronics;Cell Phones & Plans	My sony ericsson w580i Walkman phone is acting up. When i go to play a track it says playback failed?	also the tracks come up when I go onto walkman but not when I go into 'tracks' or 'albums' what happened?
20090226104616AAL5wS8	Consumer Electronics;TiVO & DVRs	I want to find a good comuter screen recorder?	I have used computer screen recorder, but  I want to not download it, so I have tried  http://screentoaster.com,  can you tell me any websites that can record a desctop with audio without having to download a program.
20090226104724AAscYIy	Consumer Electronics;Cell Phones & Plans	I want to buy Samsung Eternity w/2-yr att contract from Amazon?	If I buy this phone from Amazon with $39 ATT single plan from amazon, will I be forced to purchase other options? like text message plan, data plan,... etc.? I want to just purchase this phone from amazon with $19, and sign a contract with ATT for 2-yr-$39 single plan without other options. Can I do that? Thanks.
20090226105108AAKVWC6	Consumer Electronics;Music & Music Players	How to connect BOSS GT-10 to PC and how to record MIDI files and solo in PC (mp3) please tell me.?	N/A
20090226105624AA7ZjQd	Consumer Electronics;Music & Music Players	My ipod has frozen and i cant do anything with it what do i do?	i had my ipod outside, plugged into my speakers whilst bouncing on my trampoline. i went to change the song and it froze. i guess it could have got a bit cold. what should i do?   please give me some answers soon as i cannot live without my ipod.   it is a 4GB ipod nano
20090226110503AAxtajU	Consumer Electronics;Games & Gear;PC	My PC games do not load?	I just bought a tower i made myself    (Asrock motherboard with on board graphic card intel dual core e5300)      and i 've installed 2 games sega rally and test drive ultimate and they just don't start      Does anyone have a clue to my problem ?
20090226111650AAsrUws	Consumer Electronics;Games & Gear;PC	Good, High Quality Sims 2 Download Sites?	Okay so I was just wondering if anyone knew some good sites? I have a few favorites that I find are really good and I wish I could find some more. The ones I already use are MTS2, lianasims 2, and raonjena, and also lapink and freakkiss and so fitch. But if anyone knows more sites that have GOOD QUALITY downloads would be nice, thankss <3
20090226135656AA6fNO0	Consumer Electronics;Land Phones	Local Telephone Calling Areas?	Why certain  local calling areas cover one exchange and others cover more?
20090226132211AAqs2Vx	Consumer Electronics;Music & Music Players	How can I create an account on iTunes without a credit card?	please tell me the steps thank you!
20090226112026AA0DgLW	Consumer Electronics;Cell Phones & Plans	Which is the easiest to use - NOKIA 2760 or SAMSUNG E250?	I mean easy as in illiterate person using it.   I'm deciding which one to buy as a present.
20090226125708AAtYH97	Consumer Electronics;Cell Phones & Plans	Phones,help me???????	Hey,   im getin alltel and i was wondering if you know or can find the motorola phone that has a key bored and looks like a touch screen,   easy 10 points,   thanks:]
20090226133340AAe7rGF	Consumer Electronics;Music & Music Players	IPod loses battery life a lot faster?	Okay so my iPod is losing a lot more of its battery life lately..   I charge it on my iHome while I'm sleeping. Could it just be my iHome or is my iPod like dying?? It's a 1st generation 30GB by the way.
20090226133821AAr5VFd	Consumer Electronics;Music & Music Players	How do you create a itunes store account?	N/A
20090226121259AAO5XQN	Consumer Electronics;Cell Phones & Plans	Virgin Mobile Shuttle?	OK people I found another phone I'm interested. I might have found my hunt.    The Virgin Mobile Shuttle   Can I get the phone for only $100 and the $5/month 1000 text plan with it?   Can it record videos?   Does it have a soft keypad?   Can it make custom menus?   Can it record voice+use them as ringtones?      Thank 'ya very much!
20090226140624AArN4ke	Consumer Electronics;Cell Phones & Plans	Switching to at&t from verizon but on a family plan?	So i am an apple fan and my contract will be up in a couple of months and I want to get the Iphone, but im on a family plan w/ my mom and her contract wont be up for another 2 yrs becuase she got a new fone. is it possible for me to go to at&t while i am on a family plan.. but keep my mom on vzw
20090226142255AAcn0NM	Consumer Electronics;Cell Phones & Plans	How to upload pictures on to  your computer with a lg dare  to a mac. I dont have a micro   card.?	N/A
20090226112801AA0wrcI	Consumer Electronics;Cell Phones & Plans	Where can I get Free Boost Mobile Ringtones?	i have an i335.
20090226142414AAFidJr	Consumer Electronics;Cell Phones & Plans	How does the blackberry storm work?	anyone have the blackberry storm? hows internet? i heard messaging is slow, but the buttons are cool. lmao what do you think of it?
20090226133752AAKdrEz	Consumer Electronics;Music & Music Players	Is there any possible way to purchase an Ipod touch for under 100 dollars?	N/A
20090226130336AAR8YFv	Consumer Electronics;Music & Music Players	Is a chordless ipod possible?	as in, you can just stick the buds in your ears and they aren't attatched to anything
20090226123346AAOAYyR	Consumer Electronics;Music & Music Players	Is there going to be an ipod touch 3rd gen?	Is there going to be an ipod touch 3rd gen first of all. also i have heard youtube suck on the 2nd gen is this true?should i wait for 3rd gen or just buy a 2nd gen?and if you can just throw some opinions out there too.
20090226115625AAV6bIH	Consumer Electronics;Other - Electronics	Extended warranty from Circuit City, PLEASE HELP!!!!!!?	I purchased a laptop from Circuit City in May 2008.  I also purchased a 2 year extended warranty, how and where can I get my money back.  Please help! Thanks!
20090226112556AAkzVNL	Consumer Electronics;Games & Gear;PC	Sims 2 question please help!?	people are saying you can get mermaids in sims 2 bon voyage   is that true? please help   they say you could find them at the beach if so how long do you wait
20090226135855AA3YR9Z	Consumer Electronics;Cell Phones & Plans	What are the texting Plans for Verizon Wireless?	For just me. One person. I currently have the $5 a month I get 250 texts. But I want more. What are some other plans I can have?
20090226140655AAGiS7m	Consumer Electronics;Cell Phones & Plans	What phone would be good for my use?	Okay so my birthday is coming up, and I never personally owned a phone. Anyways my main priority is to get a slide-out full qwerty keyboard and touch screen. Or maybe just a full slide out keyboard. Or maybe just a touch screen. Oh and I don't want the iPhone. So please suggest any phones for me that has this under this category from AT&T!
20090226130200AAPykLK	Consumer Electronics;Music & Music Players	Need a wireless microphone with a good amplifier?	Hi,      I live in Minneapolis Minnesota and the college choir I am in would like to buy a good amplifier and a good mirophone at a reasonable price any idea where I would go to purchase one??
20090226134223AAHQe1S	Consumer Electronics;Games & Gear;Xbox	Hi xbox 360 live problems (please help)?	I just bought xbox live for my XBOX 360 and I am having serious difficulties setting it up.   I have my xbox plugged into the internet modem router thing using a cable.   When I try to connect to sign up, my IP address fails.   I have tried the 'automatic' setting but it doesn't work for some reason. (It just has all 0.0.0.0's)   I then put it on manual and found my IP address and typed it in but I still need my 'Subnet Mask' and my 'Gateway' address things.   I tried unplugging the internet but it didn't do anything.   Please help I'm really frustrated.
20090226120804AAtpGxt	Consumer Electronics;Cell Phones & Plans	LG Dare ringtone problem?	i downloaded ringtones from vcast on my LG dare and set them as my ringtone but when some one calss it says "call from ***-****, call from ***-****, call from ***-****" or if its a contact "call from (name here)" PLZ help
20090226125505AAa1yRK	Consumer Electronics;Music & Music Players	Where can I get HALCALI's "Re: Yasashii Kimochi" Mp3 from?	I really love that song but I can't seem to find it anywhere....NOT EVEN ON GOOGLE! And you're supposed to find EVERYTHING from Google! Whenever I search for it...CHARA's version always comes up......   Does anyone know a site EXCEPT for aimini.com.......where I can find a good quality version of the song. (aimini put up the bad quality mp3 ripped from a video)    OR does anyone have the single!   Please reply!!! (I need it for free)
20090226131207AAgKIEA	Consumer Electronics;PDAs & Handhelds	How to make a pandora battery for psp?	okay i want to know how to make a pandora battery manually like without having to buy anything step by step also tell me how to make a magic memory stick as well
20090226141806AAuP7WP	Consumer Electronics;Cell Phones & Plans	Can i take my old phone into at&t and trade it in for a different one?	i have the LG shine, and i was wondering if i could take it into at&t and trade it in for a different phone. or is there anybody who knows a website or someone who is selling a phone that i can buy. plz help... would like to get a newer phone.  such as a iphone or something like that =)
20090226140625AAYVBrb	Consumer Electronics;Music & Music Players	Can i buy zune and still put music on my ipod touch ?	If i don't have a zune can i still buy it and put it on my ipod touch because it is way cheaper than itunes.
20090226112712AAlRQMs	Consumer Electronics;TiVO & DVRs	Interview questions on Digital Cable vs. satellite?	Hey all, i have to do a research project and i picked digital cable vs satellite. Well i have to do a interview and i need 30 questions >.< Anyone have any ideas about what kind of questions i could ask? No yes or no questions please.
20090226114108AA3TEO4	Consumer Electronics;Cell Phones & Plans	How do I move songs from windows media player to my verizon phone.is it possible?	Basically got a 4 gig card installed in my phone and want to move some music from windows media player to my phone.
20090226121323AA7ZKwM	Consumer Electronics;Cell Phones & Plans	What does lock mean on my cell phone inbox?	I was looking at some messages in my inbox and i went to the 'options' button and saw the word 'lock' and i have no clue what it means.
20090226123231AAZnFB3	Consumer Electronics;Cell Phones & Plans	Can i send java games to my phone via bluetooth to a nokia?	Can i send java games to my phone via bluetooth to a nokia 2600?
20090226124644AAvfZ20	Consumer Electronics;Cell Phones & Plans	What mobile is best nokia n85 or nokia n79 or nokia n95 or nokia n96 or sony ericsson c905?	N/A
20090226125329AAhrolt	Consumer Electronics;Other - Electronics	Can you recommend me a good digital recorder?	hi, i am a university student and i would like to buy a digital recorder so that i can record all my lectures; however, i don't know much about technology so i am afraid to make a bad purchase. i have searched on this site:  http://www.handtec.co.uk/search.php?xSea...  they list both 'digital recorders' and 'digital voice recorders' - is there a difference between the two? which one is more suitable for lectures? and does the price and quality matter? it would be nice to have a cheaper version as long as the recording is clear enough for me to study from.      thank you very much for all your help i greatly appreciate it.
20090226125749AA5bEd6	Consumer Electronics;Music & Music Players	How do I transfer my songs from my ipod to my computer?	(i have an ipod touch)
20090226130703AAq3VQP	Consumer Electronics;Other - Electronics	How do you add a set of cards to study cards on the ti 84 plus silver edition calculator?	i have no idea how so if you could tell me that would be great
20090226133528AAr0uQl	Consumer Electronics;Cell Phones & Plans	Does Sprint touch diamond have Fm Radio/Tuner?	Either the touch diamond or touch diamond pro?
20090226142428AAvuoI0	Consumer Electronics;Cell Phones & Plans	IPhone Unlock for Verizon?	I am considering buying an 8g iPhone 3G, because a friend of mine claims that she can unlock the phone for use with Verizon service.  Can anyone verify this?  Because I certainly do not want to waste 200 bucks on a phone that I will be unable to use with my service.
20090225113944AAR4pgd	Consumer Electronics;Music & Music Players	Whats better an Ipod or MP3 player?	N/A
20090226150108AA1wdez	Consumer Electronics;Cell Phones & Plans	How can I change my number?	I have a Go Phone and I want to change my number. I already tried calling the customer service, it's nothing more than a voice activated line. So annoying. Do you think that I have to go to radio shack where I bought the phone in order to do this or can I just do it over the phone? If you have a number in which I can call where I can talk to an actual person, that would be lovely. Thank you!!
20090226154851AAHGvL4	Consumer Electronics;Cell Phones & Plans	Iphone 3g for verizon?	if i buy an unlocked iphone 3g and a verizon sim card  http://www.gearlog.com/2007/05/hey_look_...    will the phone be able to work with verizon and can i get a contract for it
20090226154711AA2Rh3F	Consumer Electronics;Music & Music Players	Jailbreaking ipod touch.........?	N/A
20090226153913AA0EKJD	Consumer Electronics;Music & Music Players	Will Apple come out with a 3 Generation Ipod Touch anytime soon.?	Because I was planing to buy a 2 Generation 8gb Ipod Touch and will the prices go down on them and will they come out with a new Ipod Touch.      Thank You.
20090226143007AAysL41	Consumer Electronics;Cell Phones & Plans	What's your message tone?	N/A
20090225114141AAOIlgO	Consumer Electronics;Music & Music Players	I still use cd's in my car but a regualr cd that i even put on mp3 format only holds about 120 songs of mine.?	If i purchased an in dash DVD player, would it be possible to burn mp3 files on a dvd, and if so, how many songs about would i be able to burn onto it?
20090225115235AASBpIk	Consumer Electronics;PDAs & Handhelds	Where can I get a DIRT CHEAP ds or laptop?	I am looking for dirt cheap ds's and lap[tops and Nothing is a cheap price. Help?
20090226150928AAyh5mj	Consumer Electronics;Music & Music Players	Where is the cheapest place in the UK to buy a ipod touch?	i have seen them for around ￡165 but was wondering if anywhere has them for cheaper      best answer gets 10points
20090226143942AA7EgJ5	Consumer Electronics;Cell Phones & Plans	Att quickfire return?	sometime recently within the past week, my att quickfire was recalled for a problem with the charger/phone. will it cost money to return it? i got it in december.
20090226143201AALkvpo	Consumer Electronics;Cell Phones & Plans	Will playing Music on your mobile, permanently shorten your battery?	Will playing Music on your mobile, permanently shorten your battery?
20090225115723AATQJKz	Consumer Electronics;Cell Phones & Plans	I have samsung L700, which are good 3gp converters free of cost?	i have samsung L700, which are good 3gp converters SOFTWARES free of cost?so that i can watch videos on my mobile without losing too much quality?send some links as well........best answer will be REWARDEDDDDDDDDDDDD
20090226153642AAj7pVv	Consumer Electronics;TVs	Questions about LCD TV?	Currently I have a SD TV with SD channels, and the TV is over 5 years old. I'm thinking about getting a new LCD TV, and I have many questions. If the answer to a question is obvious to you, please don't give me crap.       1. Are all LCD TVs that are sold in stores HDTV's      2. Does standard definition channels look worse or blurrier on SD LCD and/or HD LCD ?      3. If I have HD channels accessible, are all the channels going to be in HD, even though they weren't before?      4. Do HD channels blur too on HDTV, or just on the SD channels?      5. Will playing ps2 on SD LCD look worse or blurrier? What about on HD LCD?      6. Will playing xbox 360 on SD LCD look any blurrier or worse? Does it look better or worse on HD LCD, and does it look blurry at all on HD LCD?       7. At the stores when I look at the LCD TVs they have on display, some look blurrier than my old TV. How can I make it sharper, or make the blur go away? Do I adjust settings, or what do I do so that there's no blur.       8. What specifications do you recommend for the new LCD TV?
20090226154525AA3BeKk	Consumer Electronics;Cell Phones & Plans	Anyone know how to unlock iphone 2.2.1 with 2.30.03 baseband?	is there a software out or can it only be done with turbosim? Also how do you unlock with turbo sim?
20090226153446AA50jMo	Consumer Electronics;Games & Gear;Xbox	How do you get suspended on xbox live?	N/A
20090225115152AAt56UO	Consumer Electronics;Games & Gear;PC	Call of duty 4 or 5 for free for PC?	hi does anybody know where i can get call of duty 4 or 5, that works perfectly on PC, for free.      (i know I'm being cheap, but if i can get it for free, no point of buying it)      thanks in advance
20090225115014AAvb1Be	Consumer Electronics;Games & Gear;Nintendo Wii	Can anyone help me connect  my wiimote (or wii remote) to  my PC??????????????	Ok so i have GLOVEPie & i have that BlueSoiel programme or whatever, and i also have a "bluetooth dongle", as they're called =P, and i need a DETAILED answer on how to use all these things to connect my wii remote to my PC :P. Please help ASAP   Thanks
20090226144655AAXGirJ	Consumer Electronics;Cell Phones & Plans	Does AT&T charge to change you current number to a new number?	N/A
20090226154309AAFzvRJ	Consumer Electronics;Cell Phones & Plans	The phone that slides two ways?	I saw a slider phone, but it slid out sideways and revealed a keypad. But then again, it also slid up for a numeric keypad...anyone knw wat its called?
20090225115047AAhujEv	Consumer Electronics;Music & Music Players	How do i get a song onto my ipod touch via itunes store?	Okaiz so basically i am useless at stuff like this and so my Ipod that I got in August STILL hasnt got any good songs on coz i have no idea how to work the i tunes store. Please can someone start right from the begining and tell me but when i click on iTunes Store link it wont let me on as it says my account has expired plz help =)
20090225115604AAolRSp	Consumer Electronics;Music & Music Players	IPod Touch Help - memory problem?	I just got an ipod touch for Christmas and it has been working fine from when i got it, but today when i put it in all my videos and songs got deleted but the memory was still taken up. So when i tried to add the songs and videos again they wouldnt go on cause there isnt enough memory, but there should be cause ther is nothing on it. The memory bar is filled up wif orange... Help plz i duno wat 2 do xxxxx
20090226144618AAAfKVE	Consumer Electronics;Cell Phones & Plans	Can any nice person help? =]?	I want a Blyk sim card but u can only get them with an invite code..i have no friends on Blyk so they cant get me one and i really need one.      Can anyone tell me what to do or send me a code?      tried browsing websites but its all rubbish lol      Thank you
20090226153546AAccY0d	Consumer Electronics;Cell Phones & Plans	Help with my cellphone!!!?	 http://images.auctionworks.com/hi/59/591...        that was the website of what my cell phone looks like   i just want to know if i recorded something to use as my ring tone how do i get it too be my ring tone/   my network is verizon   it's also a motorola cell phone
20090225115331AAYGl9M	Consumer Electronics;Music & Music Players	Ipod touch 2nd gen. question?	does restoring the ipod touch to its factory settings slow it down?like if i restore it alot will it slow down with all the downloading and restoring? plz i need a good answer thanks in advance!!!!
20090226154612AAY2fM0	Consumer Electronics;Cell Phones & Plans	Is the Verizon Blitz a good phone?	please give details :)
20090226151628AAKlWtP	Consumer Electronics;Music & Music Players	How do you put applications on your iPod Touch?	I have an 8 GB ipod Touch and was wondering how to put applications on it. I downloaded a free one off iTunes, it shows underneath "Applications" on my iTunes Library menu. I sync my iPod but it still doesn't show on my iPod home screen
20090226154052AAkM8zl	Consumer Electronics;Cell Phones & Plans	What is the cheapest and good wireless cell phone company in usa?	N/A
20090226143054AAMK09q	Consumer Electronics;Cell Phones & Plans	Is there a way to make a song into a ring tone for my cell?	There's a song that I like but I don't like the beggining of it for a ring tone which is what my black berry cell phone does. How can I select the part of the song that I like and make it a ring tone?
20090225115310AAgLYFO	Consumer Electronics;Games & Gear;Nintendo Wii	Call of duty 5 wii online help?	when i try to play with my friend online i invite him into a game or he invites me into a game but it always says: "this game session is no longer available." has anyone else had this or is it just me?    what do i do?
20090226154340AAeed1Q	Consumer Electronics;PDAs & Handhelds	Have a pocket pc hp hx 2750 windows mobile 4 just wanted to know if i could update it to windows mobile 6.1?	i have a pocket pc hp hx 2750 windows mobile 4 just wanted to know if i could update it to windows mobile 6.1? and how can i do that or were? please help me out with this thankyou!
20090226154058AA1iPZF	Consumer Electronics;Music & Music Players	How do you edit the album?	in itunes, when its listing my songs, i cant type what album it is if i get the song and it doesnt list the abum its in. how do i type in the album, and no, u cant just click and wait. so how do i edit the album?
20090225114043AATg7q2	Consumer Electronics;Other - Electronics	Can you use a BT V-box with any other rooters other than a BT rooter, eg, an 02 rooter?	N/A
